,year,city,gradeScore,sellingCondition,marketplacePrice,mileage,Transmission,make,model
8562,2013,Lagos,,foreign,0,52554,Automatic,Toyota,Corolla
8563,2007,Lagos,,foreign,2660000,0,Automatic,Toyota,Corolla
8564,2008,Lagos,,foreign,6615000,54366,Automatic,Toyota,Tacoma
8565,2008,Lagos,,foreign,0,0,Automatic,Toyota,Camry
8566,2008,Lagos,,foreign,4415000,0,Automatic,Lexus,RX 350
8567,2011,Lagos,,foreign,14205000,98000,Automatic,Lexus,GX 460
8568,2011,Lagos,,foreign,4854999,45507,Automatic,Toyota,RAV 4
8569,2017,Lagos,,foreign,19265000,0,Automatic,Toyota,Land Cruiser
8570,2013,Lagos,,foreign,6615000,87000,Automatic,Ford,Edge
8571,2015,Lagos,,foreign,0,44000,Automatic,Mercedes-Benz,C 300
8572,2007,Lagos,,foreign,0,58,Automatic,Toyota,Sienna
8573,2009,Ibadan,,foreign,3120000,0,Automatic,Toyota,Sienna
8574,2015,Lagos,,foreign,0,45887,Automatic,Honda,CR-V
8575,2014,Lagos,,foreign,10135000,34000,Automatic,Mercedes-Benz,GLK 350
8576,2007,Lagos,,foreign,3865000,0,Automatic,Lincoln,Navigator
8577,2006,Lagos,,foreign,4305000,74356,Automatic,Mercedes-Benz,ML 350
8578,2008,Lagos,,foreign,4030000,0,Automatic,Acura,MDX
8579,2011,Lagos,,foreign,8595000,0,Automatic,Toyota,Highlander
8580,2010,Lagos,,foreign,0,62526,Automatic,Lexus,ES 350
8581,2005,Lagos,,foreign,1797500,0,Automatic,Toyota,Sienna
8582,2004,Lagos,,foreign,3535000,0,Automatic,Nissan,Frontier
8583,2008,Lagos,,foreign,3865000,78000,Automatic,Acura,MDX
8584,2003,Lagos,,foreign,0,78565,Automatic,Toyota,Camry
8585,2016,Abuja,,foreign,7495000,37142,Automatic,Honda,Accord
8586,2005,Osun,,foreign,2821000,0,Automatic,Volvo,XC90
8587,2006,Lagos,,foreign,7385000,73621,Automatic,Toyota,Land Cruiser
8588,2012,Lagos,,foreign,0,0,Automatic,Honda,Pilot
8589,2012,Lagos,,foreign,5295000,0,Automatic,Toyota,Camry
8590,2020,Kaduna,,new,15415000,0,Automatic,Toyota,Corolla
8591,2008,Lagos,,foreign,0,0,Automatic,Lexus,ES 300
8592,2004,Lagos,,foreign,3062500,58145,Automatic,Toyota,Sienna
8593,2008,Lagos,,foreign,3212000,0,Automatic,Toyota,Camry
8594,2005,Lagos,,foreign,2430000,8765,Automatic,Toyota,Corolla
8595,2014,Lagos,,foreign,6065000,0,Automatic,Toyota,Camry
8596,2008,Lagos,,foreign,3062500,91034,Automatic,Lexus,ES 300
8597,2008,Lagos,,foreign,3480000,885432,Automatic,Toyota,RAV 4
8598,2016,Lagos,,foreign,0,80000,Automatic,Toyota,Corolla
8599,2013,Lagos,,foreign,17065000,76000,Automatic,Mercedes-Benz,GL 550
8600,2006,Lagos,,foreign,3005000,0,Automatic,Lexus,ES 330
8601,2010,Lagos,,foreign,4085000,0,Automatic,Toyota,RAV 4
8602,2012,Lagos,,foreign,6065000,0,Automatic,Toyota,Camry
8603,2011,Lagos,,foreign,6065000,69453,Automatic,Mercedes-Benz,ML 350
8604,2007,Lagos,,foreign,3465000,72143,Automatic,Toyota,Camry
8605,2012,Lagos,,foreign,0,0,Automatic,Toyota,Venza
8606,2004,Lagos,,foreign,3005000,85,Automatic,Toyota,Sequoia
8607,2007,Lagos,,foreign,3755000,85778,Automatic,Lexus,RX 350
8608,2006,Lagos,,foreign,1728500,105000,Automatic,Toyota,Camry
8609,2012,Lagos,,foreign,4305000,51437,Automatic,Toyota,Matrix
8610,2015,Lagos,,foreign,14315000,0,Automatic,Lexus,RX 350
8611,2019,Lagos,,new,0,81,Automatic,Toyota,Land Cruiser
8612,2008,Lagos,,foreign,4635000,0,Automatic,Lexus,RX 350
8613,2008,Lagos,,foreign,4965000,62232,Automatic,Mercedes-Benz,ML 350
8614,2017,Lagos,,foreign,43905000,0,Automatic,Lexus,LX 570
8615,2007,Lagos,,foreign,2016000,81773,Automatic,Toyota,Camry
8616,2010,Lagos,,foreign,6010000,77542,Automatic,Toyota,Highlander
8617,2014,Lagos,,foreign,0,54656,Automatic,Toyota,Avalon
8618,2011,Lagos,,foreign,5955000,0,Automatic,Mercedes-Benz,GLK 350
8619,2010,Lagos,,foreign,3480000,87000,Automatic,Toyota,Camry
8620,2000,Osun,,foreign,1510000,100000,Automatic,Volkswagen,Passat
8621,2008,Lagos,,foreign,3465000,0,Automatic,Honda,CR-V
8622,2011,Lagos,,foreign,0,75844,Automatic,Toyota,Venza
8623,2010,Lagos,,foreign,6065000,76,Automatic,Toyota,Venza
8624,2014,Lagos,,foreign,0,0,Automatic,Land,Rover Range Rover Evoque
8625,2003,Lagos,,foreign,843000,10000,Automatic,Nissan,Pathfinder
8626,2012,Lagos,,foreign,6285000,0,Automatic,Lincoln,MKX
8627,2019,Lagos,,foreign,20915000,0,Automatic,Toyota,Tacoma
8628,2020,Lagos,,foreign,0,2000,Automatic,BMW,740
8629,2015,Lagos,,foreign,7715000,0,Automatic,Toyota,Camry
8630,2008,Lagos,,foreign,0,56352,Automatic,Toyota,Tacoma
8631,2008,Lagos,,,0,110324,Automatic,Toyota,Camry
8632,2008,Lagos,,foreign,0,50432,Automatic,Acura,MDX
8633,2008,Lagos,,foreign,3407500,49058,Automatic,Toyota,Camry
8634,2008,Abuja,,foreign,3755000,0,Automatic,Acura,MDX
8635,2011,Lagos,,foreign,0,45282,Automatic,Toyota,Sequoia
8636,2010,Lagos,,foreign,6615000,0,Automatic,Mercedes-Benz,ML 350
8637,2011,Lagos,,foreign,10465000,0,Automatic,Land,Rover Range Rover Sport
8638,2015,Lagos,,foreign,0,0,Automatic,Toyota,Corolla
8639,2005,Lagos,,foreign,2890000,0,Automatic,Toyota,Sienna
8640,2006,Lagos,,foreign,2430000,9912351,Automatic,Toyota,Matrix
8641,2007,Lagos,,foreign,4085000,0,Automatic,Lexus,RX 200
8642,2012,Lagos,,foreign,0,1,Automatic,MINI,Cooper
8643,2009,Lagos,,foreign,6065000,0,Automatic,Mercedes-Benz,ML 350
8644,2008,Lagos,,foreign,0,0,Automatic,Toyota,4-Runner
8645,2016,Lagos,,foreign,0,60000,Automatic,Ford,Transit
8646,2007,Lagos,,foreign,3235000,0,Automatic,Toyota,Highlander
8647,2011,Lagos,,foreign,5955000,48555,Automatic,Mercedes-Benz,ML 350
8648,2011,Lagos,,foreign,3425000,0,Automatic,Acura,MDX
8649,2006,Lagos,,foreign,1073000,1,Automatic,Honda,Odyssey
8650,2013,Lagos,,foreign,0,0,Automatic,Mercedes-Benz,E 350
8651,2012,Lagos,,foreign,11015000,0,Automatic,Toyota,Sequoia
8652,2013,Lagos,,foreign,7165000,0,Automatic,Toyota,Sienna
8653,2007,Lagos,,foreign,4745000,84441,Automatic,Lexus,RX 350
8654,2010,Lagos,,foreign,8265000,0,Automatic,Mercedes-Benz,E 350
8655,2018,Lagos,,foreign,0,25114,Automatic,Lexus,LX 570
8656,2008,Lagos,,foreign,3005000,65772,Automatic,Toyota,Avalon
8657,2004,Lagos,,foreign,3964000,1,Automatic,Lexus,RX 330
8658,2008,Lagos,,foreign,3975000,0,Automatic,Lexus,ES 350
8659,2010,Lagos,,foreign,3645000,102374,Automatic,Honda,Accord
8660,2008,Rivers,,foreign,1740000,0,Automatic,Honda,CR-V
8661,2008,Lagos,,foreign,3645000,0,Automatic,Acura,MDX
8662,2010,Lagos,,foreign,6065000,795672,Automatic,Toyota,Highlander
8663,2004,Lagos,,foreign,4305000,81245,Automatic,Toyota,Tacoma
8664,2011,Lagos,,foreign,4965000,52000,Automatic,Lexus,ES 350
8665,2008,Lagos,,foreign,0,62312,Automatic,Toyota,Camry
8666,2014,Lagos,,foreign,18165000,89000,Automatic,Mercedes-Benz,GL 450
8667,2000,Abuja,,foreign,2085000,122200,Automatic,Toyota,4-Runner
8668,2007,Lagos,,,0,101942,Automatic,Toyota,Camry
8669,2012,Lagos,,foreign,7605000,10000,Automatic,Toyota,Highlander
8670,2014,Lagos,,foreign,5295000,80000,Automatic,Toyota,Corolla
8671,2019,Abuja,,new,27515000,0,Automatic,Toyota,Avalon
8672,2007,Lagos,,foreign,2614000,81773,Automatic,Toyota,Camry
8673,2011,Lagos,,foreign,0,0,Automatic,Mercedes-Benz,ML 350
8674,2007,Lagos,,foreign,3755000,89000,Automatic,Lexus,GS 350
8675,2008,Lagos,,foreign,6065000,57000,Automatic,Toyota,Highlander
8676,2002,Lagos,,foreign,2085000,152132,Automatic,Nissan,Pathfinder
8677,2013,Lagos,,foreign,0,0,Automatic,Toyota,Sequoia
8678,2008,Lagos,,foreign,0,0,Automatic,Acura,MDX
8679,2017,Lagos,,new,5405000,1,Automatic,Kia,Cerato
8680,2004,Lagos,,foreign,1510000,2969,Automatic,Toyota,Corolla
8681,2013,Lagos,,foreign,4635000,52321,Automatic,Toyota,Corolla
8682,2010,Lagos,,foreign,7715000,1,Automatic,Lexus,RX 200
8683,2013,Kaduna,,foreign,8815000,0,Automatic,Mercedes-Benz,GLK 350
8684,2017,Ibadan,,foreign,10465000,0,Automatic,Toyota,Corolla
8685,2016,Lagos,,foreign,19265000,31559,Automatic,Toyota,Tundra
8686,2014,Lagos,,foreign,0,0,Automatic,Mercedes-Benz,E 350
8687,2017,Lagos,,foreign,19265000,22654,Automatic,Toyota,Highlander
8688,2005,Lagos,,foreign,2085000,0,Automatic,Acura,MDX
8689,2013,Lagos,,foreign,7715000,0,Automatic,Lexus,RX 200
8690,2006,Lagos,,foreign,3120000,153,Automatic,Lexus,ES 350
8691,2013,Lagos,,foreign,10850000,54000,Automatic,Mercedes-Benz,ML 350
8692,2006,Lagos,,foreign,0,75411,Automatic,Lexus,ES 300
8693,2006,Lagos,,foreign,2775000,0,Automatic,Acura,MDX
8694,2007,Lagos,,foreign,3120000,63637,Automatic,Toyota,Avalon
8695,2004,Lagos,,foreign,0,0,Automatic,Lexus,ES 330
8696,2011,Lagos,,foreign,5295000,63251,Automatic,Lexus,ES 350
8697,2010,Lagos,,foreign,3465000,0,Automatic,Toyota,Camry
8698,2012,Lagos,,foreign,8155000,75,Automatic,Toyota,Highlander
8699,2005,Lagos,,foreign,1625000,0,Automatic,Toyota,RAV 4
8700,2004,Lagos,,foreign,4415000,72214,Automatic,Toyota,Tacoma
8701,2007,Lagos,,foreign,2660000,0,Automatic,Toyota,Corolla
8702,2014,Lagos,,foreign,0,46355,Automatic,Acura,RDX
8703,2001,Lagos,,foreign,705000,72350,Automatic,Toyota,Corolla
8704,2005,Lagos,,foreign,3645000,0,Automatic,Lexus,RX 330
8705,2005,Lagos,,foreign,3865000,0,Automatic,Toyota,Highlander
8706,2010,Lagos,,foreign,7055000,0,Automatic,Toyota,Venza
8707,2010,Lagos,,foreign,11015000,0,Automatic,Toyota,Sequoia
8708,2013,Lagos,,foreign,15085000,106000,Automatic,Lexus,GX 460
8709,2008,Lagos,,foreign,3480000,73638,Automatic,Toyota,Camry
8710,2013,Lagos,,,0,65892,Automatic,Toyota,Avensis
8711,2005,Lagos,,,0,75993,Automatic,Lexus,RX 200
8712,2020,Lagos,,new,0,0,Automatic,Toyota,Land Cruiser
8713,2004,Lagos,,foreign,2947500,0,Automatic,Lexus,ES 330
8714,2011,Lagos,,foreign,6615000,0,Automatic,Mercedes-Benz,ML 350
8715,2013,Lagos,,foreign,5515000,110,Automatic,Lexus,RX 350
8716,2012,Lagos,,foreign,3350000,0,Automatic,Hyundai,Sonata
8717,2006,Lagos,,foreign,0,0,Automatic,Acura,MDX
8718,2011,Lagos,,foreign,8265000,42525,Automatic,Lexus,RX 350
8719,2008,Lagos,,foreign,5515000,96852,Automatic,Land,Rover Range Rover Sport
8720,2008,Lagos,,foreign,4305000,0,Automatic,Lexus,ES 300
8721,2010,Lagos,,foreign,0,86103,Automatic,Toyota,Camry
8722,2004,Lagos,,foreign,2660000,0,Automatic,Lexus,ES 300
8723,2018,Lagos,,foreign,14865000,21251,Automatic,Toyota,Camry
8724,2013,Lagos,,foreign,8265000,0,Automatic,Mercedes-Benz,ML 350
8725,2015,Lagos,,foreign,12665000,66,Automatic,Toyota,Highlander
8726,2012,Lagos,,foreign,13215000,65000,Automatic,Toyota,4-Runner
8727,2002,Lagos,,foreign,2315000,0,Automatic,Toyota,Previa
8728,2012,Lagos,,foreign,0,77542,Automatic,Toyota,Highlander
8729,2012,Lagos,,foreign,10245000,45000,Automatic,Mercedes-Benz,ML 350
8730,2007,Lagos,,foreign,7165000,0,Automatic,Lexus,GX 470
8731,2005,Lagos,,foreign,4415000,0,Automatic,Lexus,RX 200
8732,2014,Lagos,,foreign,5130000,7034,Automatic,Toyota,Camry
8733,2014,Lagos,,foreign,7495000,67000,Automatic,Lexus,GS 350
8734,2009,Lagos,,foreign,0,0,Automatic,Acura,MDX
8735,2005,Lagos,,foreign,3755000,0,Automatic,Toyota,Highlander
8736,2004,Lagos,,foreign,1234000,101248,Automatic,Toyota,Sienna
8737,2014,Lagos,,foreign,11015000,0,Automatic,Mercedes-Benz,GLK 350
8738,2011,Lagos,,foreign,8595000,0,Automatic,Lexus,RX 200
8739,2008,Lagos,,foreign,4745000,85,Automatic,Lexus,GS 350
8740,2016,Ibadan,,foreign,16515000,0,Automatic,Toyota,Land Cruiser
8741,2007,Lagos,,foreign,3480000,75432,Automatic,Toyota,Highlander
8742,2011,Lagos,,foreign,7935000,0,Automatic,Lexus,RX 350
8743,2005,Lagos,,foreign,2315000,0,Automatic,Acura,MDX
8744,2013,Lagos,,foreign,25865000,50000,Automatic,Land,Rover Range Rover Evoque
8745,2003,Lagos,,foreign,2832500,0,Automatic,Lexus,RX 200
8746,2015,Lagos,,foreign,42365000,30000,Automatic,Mercedes-Benz,G 500
8747,2005,Lagos,,foreign,3425000,0,Automatic,Toyota,4-Runner
8748,2006,Lagos,,foreign,2602500,78677,Automatic,Toyota,Corolla
8749,2005,Lagos,,foreign,3177500,89546,Automatic,Lexus,ES 330
8750,2008,Lagos,,foreign,4195000,0,Automatic,Lexus,ES 300
8751,2014,Lagos,,foreign,4855000,38000,Automatic,Lexus,IS 250
8752,2015,Lagos,,foreign,1797500,92580,Automatic,Honda,Accord
8753,2008,Lagos,,foreign,0,0,Automatic,BMW,535
8754,2019,Lagos,,new,115515000,89,Automatic,Toyota,Land Cruiser
8755,2004,Abuja,,foreign,1510000,100,Automatic,Honda,Civic
8756,2013,Lagos,,foreign,12115000,69524,Automatic,Mercedes-Benz,ML 350
8757,2002,Lagos,,,0,12453,Automatic,Toyota,Sienna
8758,2010,Lagos,,foreign,0,65521,Automatic,Toyota,RAV 4
8759,2005,Lagos,,,0,0,Automatic,Mercedes-Benz,E 350
8760,2014,Lagos,,foreign,10795000,40525,Automatic,Mercedes-Benz,GLK 350
8761,2015,Lagos,,foreign,0,34377,Automatic,Lexus,LX 470
8762,2011,Lagos,,foreign,0,0,Automatic,Toyota,RAV 4
8763,2007,Lagos,,foreign,2315000,0,Automatic,Honda,Pilot
8764,2010,Lagos,,foreign,6395000,0,Automatic,Mercedes-Benz,ML 350
8765,2004,Lagos,,foreign,2947500,875213,Automatic,Toyota,Sequoia
8766,2014,Lagos,,foreign,5029625,93669,Automatic,Toyota,Corolla
8767,2014,Lagos,,foreign,7715000,98000,Automatic,Toyota,Venza
8768,2010,Lagos,,foreign,6285000,0,Automatic,Mercedes-Benz,GLK 350
8769,2007,Lagos,,foreign,0,0,Automatic,Lexus,GX 470
8770,2015,Lagos,,foreign,0,0,Automatic,Lexus,GX 460
8771,1999,Rivers,,foreign,808500,0,Automatic,Toyota,Camry
8772,2017,Lagos,,foreign,44015000,44000,Automatic,Lexus,LX 570
8773,2012,Lagos,,foreign,5295000,75993,Automatic,Toyota,Sienna
8774,2016,Lagos,,foreign,17615000,0,Automatic,Toyota,Hiace
8775,2009,Lagos,,foreign,3350000,0,Automatic,Toyota,Camry
8776,2004,Lagos,,foreign,2545000,0,Automatic,Toyota,Sequoia
8777,2013,Lagos,,foreign,7165000,0,Automatic,Toyota,Highlander
8778,2013,Lagos,,foreign,7330000,0,Automatic,Toyota,Avalon
8779,2010,Lagos,,foreign,3480000,67427,Automatic,Toyota,Camry
8780,2009,Lagos,,foreign,3350000,0,Automatic,Lexus,ES 350
8781,2004,Lagos,,foreign,1659500,0,Automatic,Toyota,Corolla
8782,2009,Lagos,,foreign,0,62114,Automatic,Lexus,RX 200
8783,2006,Lagos,,foreign,4635000,115035,Automatic,Toyota,Land Cruiser
8784,2018,Lagos,,foreign,0,0,Automatic,Toyota,Hilux
8785,2014,Lagos,,foreign,8045000,0,Automatic,Toyota,Avalon
8786,2016,Ibadan,,foreign,7935000,0,Automatic,Toyota,RAV 4
8787,2012,Lagos,,foreign,4195000,73000,Automatic,Toyota,Camry
8788,2014,Lagos,,foreign,0,0,Automatic,Mercedes-Benz,E 350
8789,2014,Lagos,,foreign,9145000,0,Automatic,Mercedes-Benz,GLK 350
8790,2016,Lagos,,foreign,0,12547,Automatic,Cadillac,Escalade
8791,2010,Lagos,,foreign,4635000,0,Automatic,Toyota,RAV 4
8792,2013,Lagos,,foreign,8045000,73,Automatic,Toyota,Sienna
8793,2005,Lagos,,foreign,0,99247,Automatic,Lexus,GX 470
8794,2010,Lagos,,foreign,0,75010,Automatic,Lexus,GS 350
8795,2007,Lagos,,foreign,3865000,78000,Automatic,Acura,MDX
8796,2008,Lagos,,foreign,3258000,85369,Automatic,Toyota,RAV 4
8797,2009,Lagos,,foreign,3535000,56488,Automatic,Toyota,Camry
8798,2008,Lagos,,foreign,3535000,80000,Automatic,Acura,MDX
8799,2008,Lagos,,foreign,2660000,0,Automatic,Mitsubishi,L300
8800,2010,Lagos,,foreign,10135000,43258,Automatic,Toyota,Tacoma
8801,2013,Lagos,,foreign,15965000,1,Automatic,Toyota,4-Runner
8802,2009,Lagos,,foreign,3223500,97106,Automatic,Toyota,Corolla
8803,2009,Lagos,,foreign,3350000,20,Automatic,Toyota,Camry
8804,2014,Lagos,,foreign,6450000,34543,Automatic,Toyota,Sienna
8805,2008,Lagos,,foreign,3005000,63000,Automatic,Toyota,Camry
8806,2007,Lagos,,foreign,3120000,93000,Automatic,Toyota,Camry
8807,2010,Lagos,,foreign,3755000,73000,Automatic,Toyota,Camry
8808,2004,Lagos,,foreign,4965000,0,Automatic,Toyota,Hiace
8809,2011,Lagos,,foreign,13215000,76000,Automatic,Land,Rover Range Rover Evoque
8810,2015,Lagos,,foreign,20365000,38052,Automatic,Lexus,RX 350
8811,2017,Lagos,,foreign,7550000,0,Automatic,Toyota,Corolla
8812,2004,Lagos,,foreign,5405000,85237,Automatic,Lexus,GX 470
8813,2005,Lagos,,foreign,3425000,0,Automatic,Lexus,RX 200
8814,2013,Lagos,,foreign,24215000,1,Automatic,Mercedes-Benz,GL 550
8815,2013,Lagos,,foreign,3865000,39000,Automatic,Ford,Escape
8816,2010,Lagos,,foreign,0,78000,Automatic,Toyota,Venza
8817,2008,Lagos,,foreign,2947500,94649,Automatic,Toyota,Matrix
8818,2017,Lagos,,foreign,9365000,0,Automatic,Honda,Civic
8819,2007,Lagos,,foreign,3120000,63212,Automatic,Toyota,Avalon
8820,2013,Lagos,,foreign,0,162000,Automatic,Toyota,Venza
8821,2006,Lagos,,foreign,3327000,0,Automatic,Toyota,Highlander
8822,2009,Lagos,,foreign,2947500,102652,Automatic,Toyota,Camry
8823,2014,Lagos,,foreign,7165000,65423,Automatic,Toyota,Corolla
8824,2003,Lagos,,foreign,1947000,1550,Automatic,Toyota,Corolla
8825,2011,Lagos,,foreign,75915000,0,Automatic,Toyota,Venza
8826,2014,Lagos,,foreign,11565000,742253,Automatic,Toyota,4-Runner
8827,2012,Lagos,,,0,10000,Automatic,Toyota,Fortuner
8828,2013,Lagos,,foreign,0,76543,Automatic,Toyota,Highlander
8829,2006,Lagos,,foreign,2832500,0,Automatic,Lexus,ES 330
8830,2013,Lagos,,foreign,8815000,36486,Automatic,Mercedes-Benz,GLK 350
8831,2005,Lagos,,foreign,2890000,87452,Automatic,Toyota,Sienna
8832,2005,Lagos,,foreign,3120000,45230,Automatic,Lexus,ES 330
8833,2016,Lagos,,foreign,6065000,0,Automatic,Toyota,Corolla
8834,2017,Lagos,,foreign,0,0,Automatic,Lexus,LX 470
8835,2010,Lagos,,foreign,6395000,104000,Automatic,Toyota,Venza
8836,2008,Lagos,,foreign,2890000,46351,Automatic,Toyota,Camry
8837,2010,Lagos,,foreign,6395000,0,Automatic,Acura,MDX
8838,2008,Lagos,,foreign,4855000,0,Automatic,Land,Rover Range Rover Sport
8839,2012,Lagos,,foreign,5295000,0,Automatic,Ford,Edge
8840,2013,Lagos,,foreign,8265000,32000,Automatic,Toyota,Highlander
8841,2003,Lagos,,foreign,1498500,115000,Automatic,Toyota,Camry
8842,2006,Lagos,,foreign,1452500,110,Automatic,Toyota,Camry
8843,2016,Lagos,,foreign,0,5143,Automatic,Lexus,RX 350
8844,2011,Cross-river,,foreign,2545000,78115,Automatic,Mercedes-Benz,C 300
8845,2010,Lagos,,foreign,2545000,0,Automatic,Pontiac,Vibe
8846,2005,Lagos,,foreign,3120000,99684,Automatic,Mercedes-Benz,ML 350
8847,2013,Lagos,,foreign,9915000,0,Automatic,Lexus,RX 350
8848,2003,Lagos,,foreign,2660000,0,Automatic,Lexus,RX 200
8849,2014,Lagos,,foreign,23115000,63322,Automatic,Mercedes-Benz,GL 550
8850,2018,Lagos,,foreign,14865000,85,Automatic,Toyota,Highlander
8851,2017,Lagos,,foreign,9365000,8000,Automatic,Hyundai,Tucson
8852,2010,Lagos,,foreign,6835000,77,Automatic,Toyota,Venza
8853,2015,Lagos,,foreign,12665000,38123,Automatic,Toyota,Highlander
8854,2015,Lagos,,foreign,9365000,0,Automatic,Toyota,Sienna
8855,2006,Lagos,,foreign,0,139000,Automatic,Toyota,Tundra
8856,2008,Lagos,,foreign,3975000,0,Automatic,Toyota,4-Runner
8857,2007,Lagos,,foreign,4085000,0,Automatic,Lexus,RX 200
8858,2012,Lagos,,foreign,5185000,5000,Automatic,Toyota,Corolla
8859,2016,Lagos,,foreign,9365000,45000,Automatic,Toyota,Avalon
8860,2017,Lagos,,new,0,54,Automatic,Mercedes-Benz,G 63 AMG
8861,2007,Lagos,,foreign,0,0,Automatic,Hyundai,Santa Fe
8862,2000,Lagos,,foreign,1165000,101278,Automatic,Toyota,Sienna
8863,2010,Lagos,,foreign,4525000,0,Automatic,Mercedes-Benz,C 300
8864,2008,Lagos,,foreign,3425000,64637,Automatic,Acura,MDX
8865,2003,Lagos,,foreign,0,0,Automatic,Toyota,Corolla
8866,2014,Lagos,,foreign,19815000,0,Automatic,Lexus,GX 460
8867,2018,Lagos,,foreign,0,0,Automatic,Lexus,GX 470
8868,2005,Lagos,,foreign,2257500,111,Automatic,Lexus,RX 330
8869,2009,Lagos,,foreign,9585000,0,Automatic,Toyota,Sequoia
8870,2008,Lagos,,foreign,6615000,0,Automatic,Mercedes-Benz,GL 450
8871,2013,Lagos,,foreign,7165000,0,Automatic,Toyota,Venza
8872,2013,Lagos,,foreign,4415000,0,Automatic,Toyota,Corolla
8873,2008,Lagos,,foreign,0,0,Automatic,Acura,MDX
8874,2004,Lagos,,foreign,5405000,85237,Automatic,Lexus,GX 470
8875,2008,Lagos,,foreign,4305000,101500,Automatic,Toyota,Highlander
8876,2015,Lagos,,foreign,7935000,74892,Automatic,Toyota,RAV 4
8877,2008,Lagos,,foreign,0,109394,Automatic,Toyota,Corolla
8878,2005,Lagos,,foreign,5515000,98000,Automatic,Lexus,GX 470
8879,2012,Lagos,,foreign,5735000,85000,Automatic,Mercedes-Benz,GLK 350
8880,2011,Lagos,,foreign,3350000,0,Automatic,Toyota,Corolla
8881,2007,Lagos,,foreign,4305000,71635,Automatic,Mercedes-Benz,ML 350
8882,2009,Lagos,,foreign,3425000,68541,Automatic,Toyota,Corolla
8883,2004,Lagos,,foreign,2832500,88000,Automatic,Lexus,ES 330
8884,2006,Lagos,,foreign,2832500,1,Automatic,Acura,MDX
8885,2003,Lagos,,foreign,2890000,0,Automatic,Toyota,Sienna
8886,2010,Lagos,,foreign,3645000,182836,Automatic,Toyota,Corolla
8887,2002,Lagos,,,0,132113,Automatic,Toyota,Camry
8888,2008,Lagos,,foreign,5295000,0,Automatic,Mercedes-Benz,ML 350
8889,2015,Lagos,,foreign,9365000,0,Automatic,Mercedes-Benz,CLS 250
8890,2010,Lagos,,foreign,2002200,97248,Automatic,Honda,Pilot
8891,2012,Lagos,,foreign,6065000,34000,Automatic,Mercedes-Benz,C 300
8892,2016,Lagos,,foreign,0,62333,Automatic,Lexus,GX 470
8893,2014,Lagos,,foreign,9365000,62232,Automatic,Toyota,RAV 4
8894,2007,Lagos,,foreign,0,53644,Automatic,Acura,MDX
8895,2010,Lagos,,foreign,7165000,85046,Automatic,Lexus,RX 350
8896,2009,Lagos,,foreign,5515000,0,Automatic,Lexus,RX 200
8897,2016,Lagos,,foreign,19595000,77000,Automatic,Mercedes-Benz,GLE 350
8898,2012,Lagos,,foreign,5185000,0,Automatic,Toyota,Camry
8899,2007,Lagos,,foreign,3645000,64882,Automatic,Mazda,CX-9
8900,2015,Lagos,,foreign,7495000,0,Automatic,Toyota,Camry
8901,2008,Lagos,,foreign,3975000,78000,Automatic,Lexus,ES 350
8902,2010,Lagos,,foreign,10465000,0,Automatic,Toyota,4-Runner
8903,2003,Lagos,,foreign,935000,200000,Automatic,Honda,Accord
8904,2008,Lagos,,foreign,3755000,115000,Automatic,Lexus,IS 200
8905,2013,Lagos,,foreign,4965000,57483,Automatic,Toyota,Camry
8906,2005,Lagos,,foreign,3645000,53662,Automatic,Lexus,ES 330
8907,2008,Lagos,,foreign,3120000,0,Automatic,Toyota,Camry
8908,2008,Lagos,,foreign,4195000,17259,Automatic,Lexus,ES 350
8909,2007,Lagos,,foreign,3465000,0,Automatic,Toyota,RAV 4
8910,2019,Lagos,,foreign,27515000,0,Automatic,Toyota,C-HR
8911,1992,Lagos,,foreign,705000,80000,Automatic,Mazda,626
8912,2008,Lagos,,foreign,5735000,0,Automatic,Toyota,Highlander
8913,2008,Lagos,,,0,5000,Automatic,Lexus,ES 350
8914,2012,Lagos,,foreign,13215000,20,Automatic,Mercedes-Benz,E 350
8915,2012,Lagos,,foreign,3177500,0,Automatic,Hyundai,Sonata
8916,2016,Lagos,,foreign,7682000,62352,Automatic,Toyota,RAV 4
8917,2015,Lagos,,foreign,10575000,0,Automatic,Ford,Explorer
8918,2013,Lagos,,foreign,9365000,27000,Automatic,Lexus,ES 300
8919,2010,Lagos,,foreign,4745000,1,Automatic,Lexus,ES 350
8920,2013,Lagos,,foreign,9365000,22400,Automatic,Mercedes-Benz,GLK 350
8921,2009,Lagos,,foreign,5075000,0,Automatic,Toyota,Highlander
8922,2005,Lagos,,foreign,2660000,0,Automatic,Toyota,Avalon
8923,2007,Lagos,,foreign,2878500,97491,Automatic,Toyota,Camry
8924,2004,Lagos,,foreign,2660000,42912,Automatic,Lexus,RX 300
8925,2006,Lagos,,foreign,0,0,Automatic,Toyota,Highlander
8926,2013,Lagos,,foreign,7165000,0,Automatic,Mercedes-Benz,C 350
8927,2010,Lagos,,foreign,7165000,0,Automatic,Land,Rover Range Rover
8928,2012,Lagos,,foreign,4635000,0,Automatic,Toyota,Camry
8929,2009,Lagos,,foreign,3465000,0,Automatic,Toyota,Avalon
8930,2002,Lagos,,foreign,2200000,84649,Automatic,Toyota,Sienna
8931,2012,Lagos,,foreign,5515000,0,Automatic,Toyota,Camry
8932,2007,Lagos,,foreign,2890000,53000,Automatic,Toyota,Avalon
