,Price,city,History,Millage,Ratings,Year,Make,Model,Transmission,Age
353,,Lagos,foreign,,5.0,2018.0,Toyota,Land Cruiser,Automatic,2.0
354,,Lagos,foreign,,4.8,2011.0,Toyota,Corolla,Automatic,9.0
355,,Lagos,foreign,,4.9,2015.0,Chevrolet,Camaro,Automatic,5.0
356,,Lagos,foreign,,4.8,2018.0,Ford,Explorer,Automatic,2.0
357,,Lagos,foreign,,4.9,2010.0,Toyota,Corolla,Automatic,10.0
358,,Lagos,foreign,,4.9,2014.0,Land,Rover Range Rover,Automatic,6.0
359,,Lagos,foreign,,4.9,2011.0,Toyota,Sienna,Automatic,9.0
360,,Lagos,local,,4.9,2014.0,BMW,528,Automatic,6.0
361,,Lagos,local,,4.3,2012.0,Kia,Cerato,Automatic,8.0
362,,Lagos,local,,4.8,2007.0,Toyota,Camry,Automatic,13.0
363,,Lagos,foreign,,4.9,2016.0,Toyota,RAV 4,Automatic,4.0
364,,Lagos,foreign,,4.9,2016.0,Lexus,RX 350,Automatic,4.0
365,,Lagos,local,,3.7,2000.0,Toyota,Sienna,Automatic,20.0
366,,Lagos,local,,4.9,2012.0,Hyundai,Tucson,Automatic,8.0
367,,Lagos,foreign,,5.0,2018.0,Mercedes-Benz,GLC 300,Automatic,2.0
368,,Lagos,foreign,,4.9,2018.0,Toyota,Camry,Automatic,2.0
369,,Lagos,foreign,,5.0,2007.0,Mercedes-Benz,ML 350,Automatic,13.0
370,,Lagos,foreign,,5.0,2016.0,Honda,Accord,Automatic,4.0
371,,Lagos,foreign,,4.7,2011.0,Toyota,Venza,Automatic,9.0
372,,Lagos,foreign,,4.6,2008.0,Ford,Escape,Automatic,12.0
373,,Lagos,foreign,,5.0,2018.0,Honda,Accord,Automatic,2.0
374,,Lagos,foreign,,4.8,2008.0,Toyota,Sienna,Automatic,12.0
376,,Lagos,foreign,,4.6,2005.0,Mazda,Tribute,Automatic,15.0
377,,Lagos,local,,4.3,2008.0,Toyota,Corolla,Automatic,12.0
378,,Lagos,foreign,,4.9,2014.0,Toyota,Venza,Automatic,6.0
379,,Lagos,foreign,,4.8,2008.0,Mitsubishi,Pajero,Automatic,12.0
380,,Lagos,foreign,,5.0,2006.0,Toyota,Yaris,Automatic,14.0
381,,Lagos,foreign,,4.8,2018.0,Toyota,Camry,Automatic,2.0
382,,Lagos,foreign,,4.9,2015.0,Mercedes-Benz,GLA 250,Automatic,5.0
383,,Lagos,foreign,,5.0,2018.0,Toyota,Highlander,Automatic,2.0
384,,Lagos,foreign,,4.8,2014.0,Land,Rover Range Rover,Automatic,6.0
385,,Lagos,foreign,,4.9,2018.0,Toyota,Camry,Automatic,2.0
386,,Lagos,foreign,,4.7,2004.0,Honda,CR-V,Automatic,16.0
387,,Lagos,foreign,,5.0,2009.0,Toyota,Venza,Automatic,11.0
388,,Lagos,foreign,,4.7,2014.0,Mercedes-Benz,E 350,Automatic,6.0
389,,Lagos,foreign,,4.7,2016.0,Honda,Accord,Automatic,4.0
390,,Lagos,foreign,,4.8,2010.0,Toyota,Corolla,Automatic,10.0
391,,Lagos,foreign,,4.5,2015.0,Lexus,RX 350,Automatic,5.0
392,,Lagos,foreign,,4.8,2016.0,Porsche,Cayenne,Automatic,4.0
393,,Lagos,foreign,,4.9,2017.0,Mercedes-Benz,C 180,Automatic,3.0
394,,Lagos,foreign,,4.9,2013.0,Toyota,Camry,Automatic,7.0
395,,Lagos,foreign,,5.0,2018.0,Honda,Accord,Automatic,2.0
396,,Lagos,foreign,,4.9,2014.0,Nissan,Sentra,Automatic,6.0
397,,Lagos,foreign,,4.8,2013.0,Toyota,Camry,Automatic,7.0
398,,Lagos,foreign,,4.9,2011.0,Toyota,Venza,Automatic,9.0
400,,Lagos,foreign,,5.0,2018.0,Infiniti,QX80,Automatic,2.0
401,,Lagos,foreign,,4.8,2017.0,Lexus,LX 570,Automatic,3.0
402,,Lagos,foreign,,4.9,2014.0,Toyota,Corolla,Automatic,6.0
403,,Lagos,foreign,,4.9,2013.0,Toyota,RAV 4,Automatic,7.0
404,,Lagos,foreign,,4.7,2013.0,Honda,Crosstour,Automatic,7.0
405,,Lagos,foreign,,4.9,2017.0,Toyota,Land Cruiser,Automatic,3.0
406,,Lagos,foreign,,4.8,2015.0,MINI,Cooper Coupé,Automatic,5.0
407,,Ogun,local,,4.8,2004.0,Nissan,Xterra,Automatic,16.0
408,,Abia ,local,,4.8,2011.0,Ford,Focus,Automatic,9.0
409,,Ogun,local,,4.8,2007.0,Volvo,XC90,Automatic,13.0
410,,Lagos,foreign,,4.4,2012.0,Toyota,Camry,Automatic,8.0
411,,Lagos,local,,4.6,2004.0,Hyundai,Sonata,Automatic,16.0
412,,Lagos,local,,4.4,2002.0,Toyota,4-Runner,Automatic,18.0
413,,Lagos,foreign,,4.7,2008.0,Ford,Escape,Automatic,12.0
414,,Lagos,local,,4.8,2004.0,Peugeot,206,Automatic,16.0
415,,Lagos,local,,4.8,2015.0,Lexus,ES 350,Automatic,5.0
416,,Lagos,local,,4.7,2013.0,Toyota,Land Cruiser,Automatic,7.0
417,,Lagos,foreign,,4.9,2011.0,Toyota,Corolla,Automatic,9.0
420,,Lagos,foreign,,4.9,2016.0,Lexus,GX 460,Automatic,4.0
422,,Lagos,foreign,,4.6,2012.0,Toyota,Camry,Automatic,8.0
423,,Lagos,foreign,,4.8,2014.0,Toyota,Camry,Automatic,6.0
424,,Lagos,foreign,,4.4,2008.0,Peugeot,307,Automatic,12.0
425,,Lagos,foreign,,4.9,2006.0,Mercedes-Benz,CLS 500,Automatic,14.0
426,,Lagos,foreign,,4.5,2004.0,Lexus,RX 330,Automatic,16.0
427,,Lagos,foreign,,4.8,2011.0,Toyota,Camry,Automatic,9.0
428,,Lagos,foreign,,4.8,2011.0,Toyota,Corolla,Automatic,9.0
429,,Lagos,foreign,,4.9,2011.0,Toyota,Corolla,Automatic,9.0
430,,Lagos,foreign,,5.0,2007.0,Bentley,Arnage,Automatic,13.0
431,,Lagos,foreign,,4.9,2014.0,Toyota,Camry,Automatic,6.0
434,,Lagos,foreign,,5.0,2016.0,Toyota,RAV 4,Automatic,4.0
436,,Lagos,local,,4.8,2000.0,Lexus,RX 300,Automatic,20.0
437,,Lagos,foreign,,4.7,2007.0,Toyota,Camry,Automatic,13.0
438,,Lagos,foreign,,4.8,2014.0,Toyota,Camry,Automatic,6.0
439,,Lagos,foreign,,5.0,2016.0,Mercedes-Benz,250,Automatic,4.0
440,,Ogun,foreign,,5.0,2007.0,Lexus,ES 350,Automatic,13.0
441,,Lagos,foreign,,4.9,2011.0,Toyota,Camry,Automatic,9.0
442,,Lagos,foreign,,5.0,2006.0,Lexus,GS 430,Automatic,14.0
443,,Lagos,foreign,,5.0,2011.0,Toyota,Matrix,Automatic,9.0
444,,Lagos,foreign,,4.9,2003.0,Toyota,Corolla,Automatic,17.0
445,,Lagos,foreign,,4.9,2010.0,Toyota,Camry,Automatic,10.0
446,,Lagos,foreign,,4.5,2006.0,Ford,F 150,Automatic,14.0
447,,Lagos,foreign,,4.7,2001.0,Mercedes-Benz,ML 430,Automatic,19.0
448,,Lagos,local,,4.8,2014.0,Land,Rover Range Rover,Automatic,6.0
449,,Lagos,local,,5.0,2011.0,Rolls-Royce,Ghost,Automatic,9.0
450,,Lagos,foreign,,4.6,2006.0,Toyota,Avalon,Automatic,14.0
451,,Lagos,foreign,,4.8,2008.0,Toyota,Highlander,Automatic,12.0
452,,Lagos,foreign,,5.0,2010.0,Volkswagen,Tiguan,Automatic,10.0
453,,Lagos,local,,4.7,2009.0,Toyota,Camry,Automatic,11.0
454,,Lagos,foreign,,4.8,2001.0,Toyota,Highlander,Automatic,19.0
455,,Lagos,foreign,,4.9,2012.0,Toyota,Corolla,Automatic,8.0
456,,Lagos,foreign,,4.9,2015.0,Land,Rover Range Rover,Automatic,5.0
457,,Lagos,foreign,,4.9,2016.0,Land,Rover Range Rover,Automatic,4.0
458,,Lagos,local,,4.4,1996.0,Honda,Accord,Automatic,24.0
459,,Lagos,foreign,,4.9,2016.0,Toyota,Hilux,Automatic,4.0
460,,Lagos,foreign,,4.9,2014.0,Hyundai,Sonata,Automatic,6.0
461,,Lagos,local,,4.1,2000.0,Honda,Accord,Automatic,20.0
462,,Lagos,local,,4.9,2016.0,Hyundai,Elantra,Automatic,4.0
463,,Lagos,foreign,,4.9,2013.0,Toyota,RAV 4,Automatic,7.0
464,,Lagos,foreign,,4.9,2016.0,Toyota,Corolla,Automatic,4.0
465,,Lagos,foreign,,4.9,2010.0,Toyota,Corolla,Automatic,10.0
466,,Lagos,foreign,,5.0,2013.0,Kia,Optima,Automatic,7.0
467,,Lagos,foreign,,4.7,2008.0,Lexus,RX 350,Automatic,12.0
468,,Lagos,foreign,,4.7,2013.0,Honda,Accord,Automatic,7.0
469,,Lagos,foreign,,5.0,2015.0,Toyota,Avalon,Automatic,5.0
470,,Lagos,foreign,,5.0,2019.0,Chevrolet,Camaro,Automatic,1.0
471,,Lagos,foreign,,5.0,2009.0,Toyota,Corolla,Automatic,11.0
472,,Lagos,local,,4.8,2007.0,Lexus,RX 350,Automatic,13.0
473,,Lagos,foreign,,4.9,2006.0,Toyota,Highlander,Automatic,14.0
474,,Lagos,local,,4.7,2005.0,Lexus,RX 330,Automatic,15.0
475,,Lagos,foreign,,5.0,2017.0,Lexus,LX 570,Automatic,3.0
476,,Lagos,foreign,,4.8,2010.0,Toyota,Hiace,Automatic,10.0
477,,Lagos,foreign,,4.9,2005.0,Toyota,Camry,Automatic,15.0
478,,Lagos,foreign,,5.0,2016.0,Mercedes-Benz,C 450 AMG,Automatic,4.0
479,,Lagos,foreign,,4.7,2006.0,Ford,F 150,Automatic,14.0
480,,Lagos,foreign,,5.0,2014.0,Land,Rover Range Rover Sport,Automatic,6.0
481,,Lagos,foreign,,4.9,2010.0,Lexus,RX 350,Automatic,10.0
482,,Lagos,local,,5.0,2014.0,BMW,535,Automatic,6.0
483,,Lagos,foreign,,4.8,2008.0,Hyundai,Santa Fe,Automatic,12.0
484,,Lagos,foreign,,5.0,2018.0,Lexus,LX 570,Automatic,2.0
485,,Lagos,local,,5.0,2015.0,Ford,Explorer,Automatic,5.0
486,,Lagos,foreign,,5.0,2016.0,Land,Rover Range Rover,Automatic,4.0
487,,Lagos,foreign,,5.0,2017.0,Lexus,LX 570,Automatic,3.0
488,,Lagos,foreign,,4.9,2018.0,Lexus,LX 570,Automatic,2.0
489,,Lagos,foreign,,5.0,2017.0,Porsche,Macan,Automatic,3.0
490,,Lagos,foreign,,4.9,2016.0,Lexus,RX 350,Automatic,4.0
491,,Lagos,foreign,,5.0,2015.0,Mercedes-Benz,C 63 AMG,Automatic,5.0
492,,Lagos,foreign,,5.0,2012.0,Mercedes-Benz,ML 350,Automatic,8.0
493,,Lagos,local,,4.3,2005.0,Toyota,Corolla,Automatic,15.0
494,,Lagos,foreign,,4.8,2014.0,Mercedes-Benz,E 350,Automatic,6.0
495,,Ogun,local,,4.2,2009.0,Kia,Optima,Automatic,11.0
496,,Lagos,foreign,,4.8,2015.0,Toyota,4-Runner,Automatic,5.0
497,,Lagos,foreign,,5.0,2019.0,Lexus,LX 570,Automatic,1.0
498,,Lagos,foreign,,5.0,2010.0,Toyota,RAV 4,Automatic,10.0
499,,Lagos,foreign,,4.9,2009.0,Toyota,Sienna,Automatic,11.0
500,,Lagos,foreign,,5.0,2019.0,Volkswagen,Passat,Automatic,1.0
502,,Ogun,foreign,,4.5,2006.0,Toyota,Tacoma,Automatic,14.0
503,,Ogun,local,,4.6,2000.0,Honda,Odyssey,Automatic,20.0
504,,Ogun,local,,4.8,2010.0,Honda,Accord,Automatic,10.0
505,,Ogun,foreign,,4.9,2005.0,Toyota,Highlander,Automatic,15.0
506,,Lagos,local,,4.9,2009.0,Lexus,IS 250,Automatic,11.0
507,,Ogun,foreign,,4.8,2010.0,Chevrolet,Traverse,Automatic,10.0
509,,Ogun,foreign,,5.0,2007.0,Volvo,S80,Automatic,13.0
510,,Lagos,foreign,,4.9,2014.0,Hyundai,Elantra,Automatic,6.0
511,,Lagos,foreign,,4.9,2012.0,Mercedes-Benz,S 550,Automatic,8.0
512,,Lagos,foreign,,4.9,2016.0,Mercedes-Benz,GLE 400,Automatic,4.0
513,,Lagos,foreign,,5.0,2018.0,Lexus,LX 570,Automatic,2.0
514,,Lagos,foreign,,5.0,2018.0,Mercedes-Benz,200,Automatic,2.0
515,,Lagos,foreign,,5.0,2018.0,Lexus,LX 570,Automatic,2.0
516,,Lagos,foreign,,5.0,2018.0,Lexus,RX 350,Automatic,2.0
517,,Lagos,foreign,,5.0,2012.0,Rolls-Royce,Ghost,Automatic,8.0
518,,Lagos,foreign,,5.0,2015.0,Lexus,RX 350,Automatic,5.0
519,,Lagos,foreign,,4.9,2010.0,Lexus,GX 460,Automatic,10.0
520,,Ogun,foreign,,4.6,2011.0,Ford,Edge,Automatic,9.0
521,,Ogun,local,,3.9,2007.0,Mercedes-Benz,ML 350,Automatic,13.0
522,,Lagos,local,,4.3,2016.0,Acura,MDX,Automatic,4.0
524,,Lagos,foreign,,4.9,2018.0,Mercedes-Benz,C 300,Automatic,2.0
525,,Lagos,foreign,,4.9,2009.0,Toyota,Camry,Automatic,11.0
526,,Lagos,foreign,,4.9,2010.0,Mercedes-Benz,GLK 350,Automatic,10.0
527,,Lagos,foreign,,4.7,2006.0,Mercedes-Benz,ML 350,Automatic,14.0
528,,Lagos,foreign,,4.8,2003.0,Lexus,RX 300,Automatic,17.0
529,,Lagos,foreign,,4.6,2006.0,Volkswagen,Jetta,Automatic,14.0
530,,Lagos,foreign,,4.9,2008.0,Mercedes-Benz,300,Automatic,12.0
531,,Lagos,foreign,,5.0,2013.0,Toyota,Avalon,Automatic,7.0
532,,Lagos,local,,4.6,2001.0,Ford,Mondeo,Automatic,19.0
533,,Lagos,local,,4.7,2012.0,Kia,Sorento,Automatic,8.0
534,,Lagos,foreign,,4.9,2016.0,Mercedes-Benz,C 300,Automatic,4.0
535,,Lagos,foreign,,4.7,2011.0,Mercedes-Benz,E 300,Automatic,9.0
536,,Lagos,foreign,,4.9,2014.0,Toyota,Corolla,Automatic,6.0
537,,Lagos,foreign,,4.6,2006.0,Mercedes-Benz,GL 450,Automatic,14.0
538,,Lagos,foreign,,4.8,2008.0,Honda,Accord,Automatic,12.0
539,,Lagos,foreign,,4.7,2006.0,Lexus,RX 330,Automatic,14.0
540,,Lagos,foreign,,4.7,2013.0,Toyota,RAV 4,Automatic,7.0
541,,Lagos,foreign,,4.6,2005.0,Toyota,Highlander,Automatic,15.0
542,,Lagos,local,,2.7,1996.0,Toyota,Dyna,Automatic,24.0
543,,Lagos,foreign,,4.9,2015.0,Chevrolet,Camaro,Automatic,5.0
544,,Lagos,foreign,,4.9,2013.0,Lexus,RX 350,Automatic,7.0
545,,Lagos,foreign,,5.0,2007.0,Toyota,RAV 4,Automatic,13.0
546,,Lagos,foreign,,5.0,2018.0,Toyota,C-HR,Automatic,2.0
547,,Lagos,foreign,,4.8,2012.0,Toyota,Camry,Automatic,8.0
548,,Lagos,foreign,,4.9,2013.0,Toyota,RAV 4,Automatic,7.0
549,,Lagos,foreign,,4.9,2010.0,Toyota,Highlander,Automatic,10.0
550,,Lagos,foreign,,4.9,2016.0,Toyota,RAV 4,Automatic,4.0
551,,Lagos,foreign,,4.9,2012.0,Mercedes-Benz,350,Automatic,8.0
552,,Lagos,foreign,,4.8,2011.0,Toyota,Sienna,Automatic,9.0
553,,Lagos,foreign,,4.6,2008.0,Honda,Civic,Automatic,12.0
554,,Lagos,foreign,,4.8,1999.0,Toyota,Corolla,Automatic,21.0
555,,Lagos,foreign,,4.9,2012.0,Toyota,4-Runner,Automatic,8.0
556,,Lagos,foreign,,4.9,2011.0,Toyota,Corolla,Automatic,9.0
557,,Lagos,foreign,,4.9,2013.0,Toyota,RAV 4,Automatic,7.0
558,,Lagos,foreign,,4.7,2005.0,Toyota,Highlander,Automatic,15.0
559,,Lagos,foreign,,4.8,2011.0,Toyota,Corolla,Automatic,9.0
560,,Lagos,foreign,,5.0,2015.0,Hyundai,Sonata,Automatic,5.0
561,,Ogun,foreign,,4.9,2010.0,Toyota,Corolla,Automatic,10.0
562,,Lagos,foreign,,4.8,2018.0,Honda,Accord,Automatic,2.0
563,,Ogun,foreign,,5.0,2007.0,Mitsubishi,Eclipse,Automatic,13.0
564,,Ogun,foreign,,4.3,2007.0,Toyota,RAV 4,Automatic,13.0
565,,Lagos,foreign,,4.4,2008.0,Volkswagen,Touareg,Automatic,12.0
566,,Lagos,foreign,,4.9,2016.0,Honda,Accord,Automatic,4.0
567,,Lagos,foreign,,5.0,2010.0,Toyota,Corolla,Automatic,10.0
568,,Lagos,local,,4.9,2013.0,Ford,Edge,Automatic,7.0
569,,Lagos,foreign,,4.9,2015.0,Toyota,Corolla,Automatic,5.0
570,,Lagos,foreign,,4.9,2015.0,Toyota,Corolla,Automatic,5.0
571,,Lagos,foreign,,4.7,2012.0,Toyota,Camry,Automatic,8.0
572,,Lagos,foreign,,4.9,2016.0,Toyota,Highlander,Automatic,4.0
573,,Lagos,foreign,,4.9,2013.0,Hyundai,Sonata,Automatic,7.0
574,,Lagos,foreign,,4.8,2015.0,Toyota,Corolla,Automatic,5.0
575,,Lagos,foreign,,4.9,2016.0,Mercedes-Benz,CLA 45 AMG,Automatic,4.0
576,,Lagos,foreign,,5.0,2017.0,Mercedes-Benz,C 180,Automatic,3.0
577,,Lagos,foreign,,5.0,2011.0,Toyota,Venza,Automatic,9.0
578,,Lagos,foreign,,4.7,2010.0,Honda,Insight,Automatic,10.0
579,,Lagos,foreign,,4.9,2009.0,Pontiac,Vibe,Automatic,11.0
580,,Lagos,foreign,,4.8,2009.0,Ford,Fusion,Automatic,11.0
581,,Lagos,foreign,,4.7,2009.0,Toyota,Highlander,Automatic,11.0
582,,Lagos,foreign,,4.8,2011.0,Hyundai,Sonata,Automatic,9.0
583,,Lagos,foreign,,4.9,2016.0,Toyota,Corolla,Automatic,4.0
584,,Lagos,local,,4.7,2009.0,Peugeot,607,Automatic,11.0
585,,Lagos,foreign,,5.0,2016.0,Lexus,LX 570,Automatic,4.0
586,,Lagos,foreign,,4.9,2007.0,Honda,Civic,Automatic,13.0
587,,Lagos,local,,4.4,2006.0,Nissan,Sentra,Automatic,14.0
588,,Lagos,foreign,,4.9,2013.0,Toyota,RAV 4,Automatic,7.0
589,,Lagos,foreign,,4.9,2013.0,Kia,Optima,Automatic,7.0
590,,Lagos,foreign,,5.0,2019.0,Honda,Accord,Automatic,1.0
591,,Lagos,foreign,,4.6,2004.0,BMW,745,Automatic,16.0
592,,Lagos,foreign,,5.0,2014.0,Toyota,Corolla,Automatic,6.0
593,,Lagos,foreign,,4.9,2015.0,Toyota,Highlander,Automatic,5.0
594,,Lagos,foreign,,4.9,2012.0,Mercedes-Benz,GLK 350,Automatic,8.0
595,,Lagos,foreign,,3.0,2008.0,Toyota,Corolla,Automatic,12.0
596,,Lagos,foreign,,3.0,2012.0,Toyota,Camry,Automatic,8.0
597,,Lagos,foreign,,3.0,2008.0,Toyota,FJ,Automatic,12.0
598,,Lagos,foreign,,3.0,2006.0,Acura,MDX,Automatic,14.0
599,,Lagos,foreign,,3.0,2008.0,Toyota,RAV 4,Automatic,12.0
600,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,GL 450,Automatic,10.0
601,,Lagos,foreign,,3.0,2007.0,Toyota,Avalon,Automatic,13.0
602,,Lagos,foreign,,3.0,2004.0,Nissan,Xterra,Automatic,16.0
603,,Lagos,foreign,,3.0,2005.0,Lexus,ES 330,Automatic,15.0
604,,Lagos,foreign,,3.0,2015.0,Toyota,Avalon,Automatic,5.0
605,,Abuja,foreign,,3.0,2010.0,Mazda,3,Automatic,10.0
606,,Lagos,foreign,,3.0,2008.0,Honda,CR-V,Automatic,12.0
607,,Lagos,foreign,,3.0,2008.0,Lexus,GX 470,Automatic,12.0
608,,Lagos,foreign,,3.0,2000.0,Lexus,IS 200,Automatic,20.0
609,,Lagos,foreign,,3.0,2007.0,Toyota,Corolla,Automatic,13.0
610,,Lagos,foreign,,3.0,2008.0,Mercedes-Benz,ML 350,Automatic,12.0
611,,Lagos,foreign,,3.0,2005.0,Honda,Accord,Automatic,15.0
612,,Lagos,foreign,,3.0,2010.0,Toyota,Hiace,Automatic,10.0
613,,Lagos,foreign,,3.0,2006.0,Toyota,Corolla,Automatic,14.0
614,,Lagos,foreign,,3.0,2007.0,Toyota,Sequoia,Automatic,13.0
615,,Lagos,foreign,,3.0,2006.0,Toyota,Highlander,Automatic,14.0
616,,Lagos,foreign,,3.0,2006.0,Toyota,Avalon,Automatic,14.0
617,,Lagos,foreign,,3.0,2016.0,Ford,Explorer,Automatic,4.0
618,,Rivers,foreign,,3.0,2008.0,Honda,CR-V,Automatic,12.0
619,,Lagos,foreign,,3.0,2008.0,Mercedes-Benz,GL 450,Automatic,12.0
620,,Lagos,foreign,,3.0,2010.0,Toyota,Camry,Automatic,10.0
621,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
622,,Lagos,foreign,,3.0,2007.0,Toyota,Sequoia,Automatic,13.0
623,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
624,,Lagos,foreign,,3.0,2014.0,Land,Rover Range Rover Evoque,Automatic,6.0
625,,Lagos,foreign,,3.0,2016.0,Toyota,Avalon,Automatic,4.0
626,,Lagos,foreign,,3.0,2008.0,Toyota,FJ,Automatic,12.0
627,,Lagos,foreign,,3.0,2019.0,Mercedes-Benz,GLE 43 AMG,Automatic,1.0
628,,Lagos,foreign,,3.0,2005.0,Toyota,Sienna,Automatic,15.0
629,,Lagos,foreign,,3.0,2011.0,Lexus,ES 300,Automatic,9.0
630,,Lagos,foreign,,3.0,2013.0,Lexus,RX 350,Automatic,7.0
631,,Lagos,foreign,,3.0,2014.0,Mercedes-Benz,E 350,Automatic,6.0
632,,Lagos,foreign,,3.0,2017.0,Toyota,RAV 4,Automatic,3.0
633,,Lagos,foreign,,3.0,2009.0,Volkswagen,Jetta,Automatic,11.0
634,,Lagos,foreign,,3.0,2011.0,Mercedes-Benz,GL 450,Automatic,9.0
635,,Lagos,foreign,,3.0,2015.0,Acura,MDX,Automatic,5.0
636,,Lagos,foreign,,3.0,2010.0,Toyota,Camry,Automatic,10.0
637,,Lagos,foreign,,3.0,2016.0,Mercedes-Benz,GLC 300,Automatic,4.0
638,,Lagos,foreign,,3.0,2016.0,Lexus,RX 350,Automatic,4.0
639,,Lagos,foreign,,3.0,2009.0,Acura,TSX,Automatic,11.0
640,,Lagos,foreign,,3.0,2006.0,Lexus,ES 300,Automatic,14.0
641,,Lagos,foreign,,3.0,2005.0,Lexus,GX 470,Automatic,15.0
642,,Lagos,foreign,,3.0,2012.0,Hyundai,Elantra,Automatic,8.0
643,,Lagos,foreign,,3.0,2011.0,Lexus,RX 350,Automatic,9.0
644,,Abuja,foreign,,3.0,2014.0,Honda,Civic,Automatic,6.0
645,,Lagos,foreign,,3.0,2010.0,Toyota,Tacoma,Automatic,10.0
646,,Abuja,foreign,,3.0,2015.0,Lexus,IS 250,Automatic,5.0
647,,Lagos,foreign,,3.0,2003.0,Toyota,Tacoma,Automatic,17.0
648,,Lagos,foreign,,3.0,2017.0,Lexus,LX 570,Automatic,3.0
649,,Lagos,foreign,,3.0,2009.0,Toyota,Highlander,Automatic,11.0
650,,Lagos,foreign,,3.0,2014.0,Hyundai,Sonata,Automatic,6.0
651,,Lagos,foreign,,3.0,2012.0,Toyota,Highlander,Automatic,8.0
652,,Lagos,foreign,,3.0,2013.0,Lexus,RX 350,Automatic,7.0
653,,Lagos,foreign,,3.0,2012.0,Lexus,GX 470,Automatic,8.0
654,,Lagos,foreign,,3.0,2016.0,Land,Rover Range Rover Evoque,Automatic,4.0
656,,Lagos,foreign,,3.0,2006.0,Lexus,ES 300,Automatic,14.0
657,,Lagos,foreign,,3.0,2012.0,Ford,Edge,Automatic,8.0
658,,Lagos,foreign,,3.0,2013.0,Toyota,Highlander,Automatic,7.0
659,,Lagos,foreign,,3.0,2012.0,Toyota,RAV 4,Automatic,8.0
660,,Lagos,foreign,,3.0,2007.0,Toyota,Corolla,Automatic,13.0
661,,Lagos,foreign,,3.0,2009.0,Toyota,Camry,Automatic,11.0
662,,Lagos,foreign,,3.0,2006.0,Toyota,Avalon,Automatic,14.0
663,,Lagos,foreign,,3.0,1994.0,Toyota,Dyna,Automatic,26.0
664,,Lagos,foreign,,3.0,2005.0,Honda,Pilot,Automatic,15.0
665,,Lagos,foreign,,3.0,2008.0,Toyota,Camry,Automatic,12.0
666,,Lagos,foreign,,3.0,2010.0,Toyota,Highlander,Automatic,10.0
667,,Lagos,foreign,,3.0,2004.0,Toyota,Sienna,Automatic,16.0
668,,Lagos,foreign,,3.0,2007.0,Toyota,Avalon,Automatic,13.0
669,,Lagos,foreign,,3.0,2008.0,Lexus,ES 300,Automatic,12.0
670,,Lagos,foreign,,3.0,2003.0,Lexus,RX 300,Automatic,17.0
671,,Lagos,foreign,,3.0,2007.0,Hyundai,Santa Fe,Automatic,13.0
672,,Lagos,foreign,,3.0,2014.0,Mercedes-Benz,GL 450,Automatic,6.0
673,,Lagos,foreign,,3.0,2013.0,Ford,Explorer,Automatic,7.0
675,,Lagos,foreign,,3.0,2005.0,Infiniti,FX,Automatic,15.0
676,,Abuja,foreign,,3.0,2010.0,Toyota,RAV 4,Automatic,10.0
677,,Lagos,foreign,,3.0,2006.0,Toyota,Highlander,Automatic,14.0
678,,Lagos,foreign,,3.0,2009.0,Toyota,Camry,Automatic,11.0
679,,Lagos,foreign,,3.0,2008.0,Lexus,ES 300,Automatic,12.0
680,,Lagos,foreign,,3.0,2011.0,Lexus,GX 460,Automatic,9.0
681,,Lagos,foreign,,3.0,2008.0,Honda,CR-V,Automatic,12.0
682,,Lagos,foreign,,3.0,2013.0,Toyota,Corolla,Automatic,7.0
683,,Lagos,foreign,,3.0,2009.0,Mercedes-Benz,GL 550,Automatic,11.0
684,,Lagos,foreign,,3.0,2007.0,Toyota,Highlander,Automatic,13.0
685,,Lagos,foreign,,3.0,2007.0,Ford,Edge,Automatic,13.0
686,,Lagos,foreign,,3.0,2011.0,Toyota,Camry,Automatic,9.0
687,,Lagos,foreign,,3.0,2015.0,Toyota,Corolla,Automatic,5.0
688,,Lagos,foreign,,3.0,2005.0,Lexus,RX 330,Automatic,15.0
689,,Lagos,foreign,,3.0,2015.0,Toyota,Corolla,Automatic,5.0
690,,Lagos,foreign,,3.0,2011.0,Mercedes-Benz,C 350,Automatic,9.0
691,,Lagos,foreign,,3.0,2009.0,Lexus,ES 330,Automatic,11.0
692,,Lagos,foreign,,3.0,2010.0,Lexus,GX 470,Automatic,10.0
693,,Lagos,foreign,,3.0,2014.0,Mercedes-Benz,C 300,Automatic,6.0
694,,Lagos,foreign,,3.0,2011.0,Toyota,Sequoia,Automatic,9.0
695,,Lagos,foreign,,3.0,2011.0,Mercedes-Benz,ML 350,Automatic,9.0
696,,Lagos,foreign,,3.0,2013.0,Toyota,Camry,Automatic,7.0
697,,Lagos,foreign,,3.0,2008.0,Toyota,4-Runner,Automatic,12.0
698,,Lagos,foreign,,3.0,2003.0,Lexus,GX 470,Automatic,17.0
699,,Lagos,foreign,,3.0,2010.0,Mercedes-Benz,E 350,Automatic,10.0
700,,Lagos,foreign,,3.0,2007.0,Lexus,RX 350,Automatic,13.0
701,,Lagos,foreign,,3.0,2017.0,Lexus,LX 570,Automatic,3.0
702,,Lagos,foreign,,3.0,2018.0,Toyota,Highlander,Automatic,2.0
703,,Lagos,foreign,,3.0,2005.0,Honda,Pilot,Automatic,15.0
