,Price,city,History,Millage,Ratings,Year,Make,Model,Transmission,Age
15499,1390000.0,Lagos,local,164756.0,4.0,2008.0,Honda,Accord,Automatic,12.0
15500,2770000.0,Lagos,local,126591.0,4.0,2008.0,Lexus,Rx 330,Automatic,12.0
15501,642500.0,Lagos,local,286150.0,3.0,2008.0,Toyota,Solara,Automatic,12.0
15502,1965000.0,Abuja,local,135356.0,3.0,2008.0,Mercedes-Benz,E350,Automatic,12.0
15503,1608500.0,Port Harcourt,local,332227.0,3.0,2008.0,Honda,Pilot,Automatic,12.0
15504,1707500.0,Lagos,foreign,217500.0,3.0,2008.0,Lincoln,Mkz,Automatic,12.0
15505,1562500.0,Owerri,local,280387.0,3.0,2008.0,Mercedes-Benz,E320,Automatic,12.0
15506,4610000.0,Lagos,foreign,137337.0,4.0,2008.0,Toyota,Venza,Automatic,12.0
15507,9020000.0,Abuja,local,21977.0,2.0,2008.0,Peugeot,508,Automatic,12.0
15508,920000.0,Lagos,local,192486.0,4.0,2008.0,Honda,Pilot,Automatic,12.0
15509,7485000.0,Owerri,local,87624.0,2.0,2008.0,Toyota,Avalon,Automatic,12.0
15510,1482500.0,Ibadan,local,110796.0,4.0,2008.0,Toyota,Corolla,Automatic,12.0
15511,1160000.0,Ilorin,local,170108.0,3.0,2008.0,Honda,Pilot,Automatic,12.0
15512,4035000.0,Ibadan,local,34467.0,2.0,2008.0,Nissan,Teana,Automatic,12.0
15513,13520000.0,Abuja,local,21325.0,2.0,2008.0,BMW,X6,Automatic,12.0
15514,1735000.0,Lagos,local,69761.0,3.0,2008.0,Land,Rover Lr3,Automatic,12.0
15515,1850000.0,Lagos,local,177556.0,5.0,2008.0,Land,Rover Lr2,Automatic,12.0
15516,14960000.0,Lagos,local,44262.0,3.0,2008.0,Toyota,Land Cruiser Prado,Automatic,12.0
15517,1160000.0,Lagos,local,128668.0,4.0,2008.0,Scion,Tc,Automatic,12.0
15518,402500.0,Lagos,local,102791.0,4.0,2008.0,Taurus,2006,Automatic,12.0
15519,4150000.0,Lagos,foreign,188367.0,3.0,2008.0,Mercedes-Benz,C300,Automatic,12.0
15520,2310000.0,Onitsha,local,74197.0,3.0,2008.0,Mercedes-Benz,Ml550,Automatic,12.0
15521,582500.0,Ilorin,local,267382.0,4.0,2008.0,Honda,Accord,Automatic,12.0
15522,1707500.0,Lagos,local,228729.0,4.0,2008.0,Honda,Pilot,Automatic,12.0
15523,3172500.0,Lagos,foreign,198103.0,3.0,2008.0,Mercedes-Benz,C300,Automatic,12.0
15524,976250.0,Lagos,local,171496.0,4.0,2008.0,Volkswagen,Passat,Automatic,12.0
15525,700000.0,Owerri,local,127786.0,4.0,2008.0,Toyota,Avalon,Automatic,12.0
15526,6910000.0,Abuja,local,188576.0,3.0,2008.0,BMW,ALPINA,Automatic,12.0
15527,1145000.0,Kaduna,local,99999.0,4.0,2008.0,Honda,Accord,Automatic,12.0
15528,4610000.0,Lagos,local,181959.0,3.0,2008.0,Mercedes-Benz,Gl550,Automatic,12.0
15529,501050.0,Lagos,local,270881.0,3.0,1998.0,Mitsubishi,Galant,Automatic,22.0
15530,1707500.0,Lagos,local,2006.0,4.0,2008.0,Mercedes-Benz,Cls500,Automatic,12.0
15531,751250.0,Abuja,local,308192.0,3.0,2008.0,Toyota,Camry,Automatic,12.0
15532,2885000.0,Abuja,foreign,74248.0,5.0,2008.0,Toyota,Camry,Automatic,12.0
15533,3620000.0,Lagos,local,91379.0,3.0,2008.0,Ford,Edge,Automatic,12.0
15534,3690000.0,Lagos,local,122687.0,3.0,2008.0,Land,Rover Range Rover Sport,Automatic,12.0
15535,6910000.0,Lagos,local,93469.0,3.0,2008.0,Mercedes-Benz,Gl450,Automatic,12.0
15536,10935000.0,Lagos,local,92289.0,2.0,2008.0,Honda,Accord,Automatic,12.0
15537,1907500.0,Port Harcourt,local,102856.0,4.0,2008.0,Hyundai,Sonata,Automatic,12.0
15538,470000.0,Lagos,local,177329.0,4.0,2008.0,Nissan,Maxima,Automatic,12.0
15539,1965000.0,Lagos,foreign,207493.0,3.0,2008.0,Mercedes-Benz,E350,Automatic,12.0
15540,695000.0,Abuja,local,137154.0,4.0,2008.0,Honda,Accord,Automatic,12.0
15541,930000.0,Abuja,local,94551.0,3.0,2008.0,Mercedes-Benz,E270,Automatic,12.0
15542,1735000.0,Lagos,local,189391.0,4.0,2008.0,Volkswagen,Tiguan,Automatic,12.0
15543,2495000.0,Lagos,local,83937.0,3.0,2008.0,Hyundai,Sonata,Automatic,12.0
15544,432625.0,Port Harcourt,local,110495.0,5.0,2008.0,Ford,Windstar,Automatic,12.0
15545,2770000.0,Lagos,foreign,249924.0,5.0,2008.0,Toyota,4Runner,Automatic,12.0
15546,4265000.0,Lagos,local,91195.0,4.0,2008.0,Toyota,Venza,Automatic,12.0
15547,1045000.0,Abuja,local,60636.0,4.0,2008.0,Nissan,Armada,Automatic,12.0
15548,2945000.0,Lagos,foreign,195930.0,3.0,2008.0,Honda,Odyssey,Automatic,12.0
15549,3230000.0,Lagos,foreign,85436.0,3.0,2008.0,Toyota,Sienna,Automatic,12.0
15550,1482500.0,Port Harcourt,local,213722.0,4.0,2008.0,Infiniti,Fx,Automatic,12.0
15551,815000.0,Lagos,local,149446.0,4.0,2008.0,Volkswagen,Passat,Automatic,12.0
15552,638750.0,Abuja,local,312705.0,4.0,1997.0,Toyota,Camry,Automatic,23.0
15553,976250.0,Owerri,local,159086.0,5.0,2008.0,Toyota,Avalon,Automatic,12.0
15554,585000.0,Abuja,local,251382.0,4.0,1999.0,Toyota,Solara,Automatic,21.0
15555,670000.0,Lagos,local,113168.0,4.0,2008.0,Honda,Accord,Automatic,12.0
15556,1313750.0,Abuja,local,165187.0,3.0,2008.0,Nissan,Pathfinder,Automatic,12.0
15557,2540000.0,Lagos,local,141054.0,3.0,2008.0,Land,Rover Range Rover Sport,Automatic,12.0
15558,2045000.0,Port Harcourt,local,93000.0,3.0,2008.0,Toyota,Rav4,Automatic,12.0
15559,723000.0,Lagos,local,160320.0,5.0,2008.0,Mazda,Mpv,Automatic,12.0
15560,1145000.0,Owerri,local,237033.0,3.0,2008.0,Nissan,Pathfinder,Automatic,12.0
15561,757500.0,Lagos,local,150286.0,4.0,2008.0,Nissan,Xterra,Automatic,12.0
15562,8060000.0,Port Harcourt,local,109523.0,3.0,2008.0,Land,Rover Range Rover Evoque,Automatic,12.0
15563,987500.0,Port Harcourt,local,120342.0,4.0,2008.0,Honda,Accord,Automatic,12.0
15564,8635000.0,Lagos,local,56126.0,3.0,2008.0,Toyota,Highlander,Automatic,12.0
15565,1707500.0,Owerri,local,196346.0,3.0,2008.0,"H2
",                                      C45-Marketplace,Automatic,12.0
15566,7895000.0,Lagos,foreign,25365.0,3.0,2008.0,Toyota,Rav4,Automatic,12.0
15567,1707500.0,Abuja,local,74365.0,3.0,2008.0,Honda,Civic,Automatic,12.0
15568,1088750.0,Lagos,local,133441.0,4.0,2008.0,Toyota,Camry,Automatic,12.0
15569,470000.0,Ilorin,local,24367.0,4.0,2008.0,Jaguar,S-Type,Automatic,12.0
15570,3920000.0,Asaba,local,179971.0,4.0,2008.0,Toyota,Highlander,Automatic,12.0
15571,14960000.0,Abuja,local,126127.0,3.0,2008.0,Toyota,Land Cruiser Prado,Automatic,12.0
15572,4070000.0,Lagos,foreign,72230.0,3.0,2008.0,Toyota,Camry,Automatic,12.0
15573,14385000.0,Lagos,local,80272.0,3.0,2008.0,Toyota,Land Cruiser Prado,Automatic,12.0
15574,5185000.0,Port Harcourt,local,46672.0,3.0,2008.0,Toyota,Tundra,Automatic,12.0
15575,582500.0,Ibadan,local,83840.0,4.0,2008.0,Nissan,Xterra,Automatic,12.0
15576,700000.0,Lagos,local,44564.0,4.0,2008.0,Ford,Focus,Automatic,12.0
15577,1482500.0,Abuja,local,92540.0,3.0,2008.0,Volkswagen,Golf,Automatic,12.0
15578,470000.0,Abuja,local,203453.0,4.0,1998.0,Honda,Accord,Automatic,22.0
15579,815000.0,Lagos,local,306592.0,4.0,2008.0,Toyota,SIENNA,Automatic,12.0
15581,757500.0,Lagos,local,72269.0,4.0,2008.0,Toyota,Sienna,Automatic,12.0
15582,585000.0,Abuja,local,206582.0,3.0,2008.0,Rover,75,Automatic,12.0
15583,2195000.0,Lagos,foreign,145729.0,3.0,2008.0,Toyota,Corolla,Automatic,12.0
15584,1620000.0,Abuja,foreign,309235.0,3.0,2008.0,Opel,Zafira,Automatic,12.0
15585,8635000.0,Lagos,foreign,47551.0,2.0,2008.0,Toyota,Sienna,Automatic,12.0
15586,9785000.0,Lagos,local,58531.0,3.0,2008.0,Mercedes-Benz,Gl450,Automatic,12.0
15587,3805000.0,Lagos,foreign,109027.0,4.0,2008.0,Honda,Accord,Automatic,12.0
15588,2382500.0,Abuja,foreign,100913.0,3.0,2008.0,CHEVROLET, MALIBU,Automatic,12.0
15589,6910000.0,Lagos,local,63296.0,4.0,2008.0,Land,Rover Range Rover Vogue,Automatic,12.0
15590,1145000.0,Abuja,local,209541.0,3.0,2008.0,Kia,Opirus,Automatic,12.0
15591,470000.0,Abuja,local,181546.0,4.0,2008.0,Infiniti,Qx,Automatic,12.0
15592,1447500.0,Lagos,local,122968.0,3.0,2008.0,Hyundai,Accent,Automatic,12.0
15593,1045000.0,Ilorin,local,2002.0,4.0,2008.0,Mercedes-Benz,C-CLASS,Automatic,12.0
15594,1257500.0,Lagos,foreign,124795.0,4.0,2008.0,Mazda,Mpv,Automatic,12.0
15595,3395000.0,Abuja,local,72356.0,3.0,2008.0,Hyundai,Santa Fe,Automatic,12.0
15596,700000.0,Port Harcourt,local,1.0,3.0,2008.0,Jaguar,S-Type,Automatic,12.0
15597,1932500.0,Abuja,local,167054.0,5.0,2008.0,Mercedes-Benz,E320,Automatic,12.0
15598,3057500.0,Port Harcourt,local,45097.0,2.0,2008.0,GMC,Terrain,Automatic,12.0
15599,4035000.0,Abuja,local,51658.0,3.0,2008.0,Land,Rover Range Rover Sport,Automatic,12.0
15600,2080000.0,Lagos,local,54254.0,3.0,2008.0,BMW,5 Series,Automatic,12.0
15601,1850000.0,Lagos,local,280458.0,3.0,2008.0,Toyota,Corolla,Automatic,12.0
15602,2741250.0,Lagos,local,179806.0,3.0,2008.0,Honda,Accord Crosstour,Automatic,12.0
15603,1390000.0,Lagos,local,210000.0,5.0,2008.0,Mercedes-Benz,S600,Automatic,12.0
15604,930000.0,Lagos,local,141149.0,4.0,2008.0,Pontiac,Montana,Automatic,12.0
15605,930000.0,Benin,local,293532.0,3.0,2008.0,Toyota,Camry,Automatic,12.0
15606,1620000.0,Port Harcourt,local,228753.0,4.0,2008.0,Toyota,Corolla,Automatic,12.0
15607,1145000.0,Lagos,foreign,245336.0,4.0,2008.0,BMW,520i,Automatic,12.0
15608,1932500.0,Lagos,foreign,284852.0,3.0,2008.0,Toyota,Avalon,Automatic,12.0
15609,872500.0,Port Harcourt,local,113331.0,3.0,2008.0,Nissan,Pathfinder,Automatic,12.0
15610,1735000.0,Abuja,local,47625.0,3.0,2008.0,BMW,5 Series,Automatic,12.0
15611,1735000.0,Lagos,local,121962.0,5.0,2008.0,Toyota,Camry,Automatic,12.0
15612,2137500.0,Ibadan,foreign,212431.0,4.0,2008.0,Toyota,Sienna,Automatic,12.0
15613,2080000.0,Lagos,local,59379.0,5.0,2008.0,Mercedes-Benz,Gl450,Automatic,12.0
15614,5185000.0,Abuja,local,86004.0,2.0,2008.0,Mercedes-Benz,Gl450,Automatic,12.0
15615,582500.0,Ilorin,local,127886.0,4.0,2008.0,Nissan,Murano,Automatic,12.0
15616,987500.0,Lagos,local,150848.0,4.0,2008.0,Ford,F-150,Automatic,12.0
15617,3957500.0,Lagos,local,81737.0,2.0,2008.0,Volkswagen,Tiguan,Automatic,12.0
15618,585000.0,Port Harcourt,local,2001.0,4.0,2008.0,Honda,Accord,Automatic,12.0
15619,1505000.0,Lagos,local,218210.0,4.0,2008.0,Toyota,Matrix,Automatic,12.0
15620,930000.0,Lagos,local,114146.0,5.0,2008.0,Ford,Focus,Automatic,12.0
15621,3460000.0,Abuja,local,90442.0,4.0,2008.0,Lexus,GX470,Automatic,12.0
15622,1370000.0,Abuja,local,170440.0,4.0,2008.0,Volkswagen,Passat,Automatic,12.0
15623,582500.0,Port Harcourt,local,176144.0,5.0,2008.0,Nissan,Pathfinder,Automatic,12.0
15624,1735000.0,Lagos,local,198252.0,4.0,2008.0,Mercedes-Benz,Cls550,Automatic,12.0
15625,1032500.0,Port Harcourt,local,120654.0,4.0,2008.0,Honda,Cr-V,Automatic,12.0
15626,1032500.0,Lagos,local,17870.0,3.0,2008.0,Suzuki,AERIO,Automatic,12.0
15627,2425000.0,Lagos,local,123528.0,3.0,2008.0,Hyundai,Sonata,Automatic,12.0
15628,815000.0,Lagos,foreign,74301.0,5.0,2008.0,Honda,Accord,Automatic,12.0
15629,2270000.0,Abuja,foreign,77997.0,3.0,2008.0,Toyota,Matrix,Automatic,12.0
15630,582500.0,Lagos,local,309686.0,5.0,1999.0,Toyota,4Runner,Automatic,21.0
15631,3000000.0,Lagos,local,99942.0,3.0,2008.0,Kia,Optima,Automatic,12.0
15632,3057500.0,Ibadan,foreign,28516.0,4.0,2008.0,Toyota,Corolla,Automatic,12.0
15633,3460000.0,Lagos,local,286041.0,4.0,1975.0,Mercedes-Benz,W123,Automatic,45.0
15634,585000.0,Port Harcourt,local,113407.0,5.0,2008.0,Hyundai,Tucson,Automatic,12.0
15636,826500.0,Lagos,local,180983.0,4.0,2008.0,Honda,Pilot,Automatic,12.0
15637,1595000.0,Lagos,local,161239.0,3.0,2008.0,Mercedes-Benz,VIANO,Automatic,12.0
15638,2500000.0,Lagos,local,49244.0,3.0,2008.0,Toyota,Rav4,Automatic,12.0
15639,872500.0,Port Harcourt,local,172200.0,4.0,2008.0,Honda,Cr-V,Automatic,12.0
15640,1344000.0,Port Harcourt,local,21037.0,3.0,2008.0,Toyota,Camry,Automatic,12.0
15641,6335000.0,Lagos,local,17254.0,2.0,2008.0,Infiniti,Fx,Automatic,12.0
15642,585000.0,Port Harcourt,local,233420.0,4.0,2008.0,Acura,Mdx,Automatic,12.0
15643,12110000.0,Lagos,local,112167.0,3.0,2008.0,Toyota,Land Cruiser Prado,Automatic,12.0
15644,8060000.0,Lagos,foreign,39325.0,3.0,2008.0,Honda,Accord Crosstour,Automatic,12.0
15645,470000.0,Lagos,local,281243.0,3.0,2008.0,Lexus,Es 300,Automatic,12.0
15646,6910000.0,Lagos,foreign,200864.0,3.0,2008.0,Mercedes-Benz,E350,Automatic,12.0
15647,5081500.0,Port Harcourt,local,45000.0,2.0,2008.0,Mercedes-Benz,E350,Automatic,12.0
15648,2885000.0,Owerri,local,96630.0,3.0,2008.0,Toyota,Sienna,Automatic,12.0
15649,1850000.0,Abuja,local,122142.0,4.0,2008.0,Toyota,Rav4,Automatic,12.0
15650,3000000.0,Lagos,foreign,210109.0,3.0,2008.0,Nissan,Murano,Automatic,12.0
15651,585000.0,Abuja,local,304330.0,4.0,1999.0,Mercedes-Benz,Ml320,Automatic,21.0
15652,1160000.0,Port Harcourt,local,169656.0,4.0,2008.0,Toyota,Camry,Automatic,12.0
15653,1390000.0,Port Harcourt,local,123626.0,3.0,2008.0,Volvo,S60,Automatic,12.0
15654,976250.0,Lagos,local,238557.0,5.0,2008.0,Hyundai,Santa Fe,Automatic,12.0
15655,2540000.0,Ibadan,foreign,299999.0,4.0,2008.0,Toyota,Corolla,Automatic,12.0
15656,2495000.0,Lagos,local,31315.0,4.0,2008.0,Hyundai,Accent,Automatic,12.0
15657,863750.0,Lagos,local,90196.0,4.0,2008.0,Kia,Spectra,Automatic,12.0
15658,700000.0,Lagos,local,212112.0,4.0,2008.0,Honda,Cr-V,Automatic,12.0
15659,2832500.0,Lagos,local,333333.0,3.0,2008.0,Lexus,Rx 330,Automatic,12.0
15660,5760000.0,Abuja,foreign,531598.0,3.0,2008.0,Mercedes-Benz,Gl450,Automatic,12.0
15661,9020000.0,Lagos,local,175727.0,3.0,2008.0,Toyota,Land Cruiser Prado,Automatic,12.0
15662,695000.0,Lagos,local,123901.0,4.0,2008.0,Chevrolet,Trailblazer,Automatic,12.0
15663,6335000.0,Lagos,foreign,336548.0,3.0,2008.0,Ford,F-150,Automatic,12.0
15664,1160000.0,Lagos,local,100029.0,3.0,2008.0,Nissan,Altima,Automatic,12.0
15665,805000.0,Lagos,local,248018.0,4.0,2008.0,Mercedes-Benz,C230,Automatic,12.0
15666,815000.0,Lagos,local,214922.0,4.0,2008.0,Acura,Mdx,Automatic,12.0
15667,3000000.0,Lagos,foreign,124011.0,5.0,2008.0,Toyota,Corolla,Automatic,12.0
15668,4520000.0,Abuja,local,65402.0,3.0,2008.0,Mercedes-Benz,Gl450,Automatic,12.0
15669,1505000.0,Lagos,local,44908.0,5.0,2008.0,Toyota,Land Cruiser Prado,Automatic,12.0
15670,5185000.0,Onitsha,foreign,147069.0,3.0,2008.0,Mercedes-Benz,C300,Automatic,12.0
15671,2770000.0,Abuja,foreign,121749.0,3.0,2008.0,Toyota,Camry,Automatic,12.0
15672,700000.0,Port Harcourt,local,268098.0,4.0,1999.0,Toyota,Solara,Automatic,21.0
15673,2942500.0,Lagos,foreign,95878.0,4.0,2008.0,Toyota,Camry,Automatic,12.0
15674,3575000.0,Abuja,local,41532.0,3.0,2008.0,Volkswagen,CC,Automatic,12.0
15675,815000.0,Owerri,local,105902.0,3.0,2008.0,Acura,Mdx,Automatic,12.0
15676,5645000.0,Lagos,foreign,4897.0,3.0,2008.0,Hyundai,Accent,Automatic,12.0
15677,6565000.0,Lagos,foreign,77979.0,4.0,2008.0,Honda,Odyssey,Automatic,12.0
15678,1390000.0,Port Harcourt,local,123435.0,5.0,2008.0,Land,Rover Range Rover Sport,Automatic,12.0
15679,1309500.0,Lagos,local,19396.0,5.0,2008.0,Toyota,Corolla,Automatic,12.0
15680,1651250.0,Lagos,local,56018.0,5.0,2008.0,Honda,Accord,Automatic,12.0
15681,1620000.0,Lagos,foreign,193319.0,4.0,2008.0,Mercedes-Benz,Ml320,Automatic,12.0
15682,1275000.0,Lagos,local,166992.0,3.0,2008.0,Toyota,Sienna,Automatic,12.0
15683,863750.0,Lagos,local,209876.0,4.0,2008.0,Toyota,Rav4,Automatic,12.0
15684,2310000.0,Lagos,foreign,280037.0,4.0,2008.0,Ford,F-150,Automatic,12.0
15685,6335000.0,Lagos,foreign,36016.0,5.0,2008.0,Mercedes-Benz,C300,Automatic,12.0
15686,4840000.0,Lagos,local,183926.0,3.0,2008.0,Mercedes-Benz,E350,Automatic,12.0
15687,976250.0,Lagos,local,127197.0,4.0,2008.0,Sequoia,2003,Automatic,12.0
15688,638750.0,Lagos,local,183321.0,5.0,2008.0,Toyota,4Runner,Automatic,12.0
15689,1160000.0,Port Harcourt,local,2005.0,5.0,2008.0,Toyota,Avalon,Automatic,12.0
15690,585000.0,Lagos,local,136651.0,5.0,2008.0,Nissan,Pathfinder,Automatic,12.0
15691,1735000.0,Abuja,local,176486.0,3.0,2008.0,Lexus,Es 330,Automatic,12.0
15692,4610000.0,Abuja,foreign,204436.0,3.0,2008.0,Mercedes-Benz,Ml350,Automatic,12.0
15693,3115000.0,Lagos,foreign,90865.0,3.0,2008.0,Toyota,Corolla,Automatic,12.0
15694,5760000.0,Lagos,local,158468.0,4.0,2008.0,Mercedes-Benz,Gl450,Automatic,12.0
15695,1145000.0,Lagos,local,90434.0,4.0,2008.0,Nissan,Pathfinder,Automatic,12.0
15696,2195000.0,Lagos,foreign,87773.0,5.0,2008.0,Toyota,Corolla,Automatic,12.0
15697,1426250.0,Lagos,local,221044.0,4.0,2008.0,Lexus,Es 300,Automatic,12.0
15698,413750.0,Lagos,local,262770.0,5.0,1996.0,Toyota,Avalon,Automatic,24.0
15699,4150000.0,Port Harcourt,local,1.0,3.0,2008.0,Acura,Zdx,Automatic,12.0
15700,4035000.0,Lagos,local,17930.0,2.0,2008.0,Honda,City,Automatic,12.0
15701,4610000.0,Lagos,local,77559.0,3.0,2008.0,Honda,Pilot,Automatic,12.0
15702,470000.0,Lagos,local,176855.0,4.0,2008.0,Mazda,Millenia,Automatic,12.0
15703,4035000.0,Onitsha,foreign,423378.0,3.0,2008.0,Honda,Accord Crosstour,Automatic,12.0
15704,2870000.0,Lagos,foreign,109462.0,5.0,2008.0,Ford,F-150,Automatic,12.0
15706,3805000.0,Lagos,local,118198.0,3.0,2008.0,Toyota,Corolla,Automatic,12.0
15707,585000.0,Lagos,local,92123.0,5.0,2008.0,Chrysler,Pacifica,Automatic,12.0
15708,1390000.0,Lagos,local,225592.0,5.0,2008.0,Toyota,Camry,Automatic,12.0
15709,1160000.0,Abuja,local,176545.0,4.0,2008.0,Peugeot,407,Automatic,12.0
15710,10360000.0,Port Harcourt,local,3415.0,1.0,2008.0,Kia,Sorento,Automatic,12.0
15711,2832500.0,Lagos,local,198975.0,4.0,2008.0,Toyota,Corolla,Automatic,12.0
15712,527500.0,Lagos,local,112472.0,5.0,2008.0,Mazda,323,Automatic,12.0
15713,872500.0,Port Harcourt,local,126703.0,4.0,2008.0,Honda,Pilot,Automatic,12.0
15714,1447500.0,Lagos,foreign,195621.0,5.0,2008.0,Lexus,Rx 300,Automatic,12.0
15715,642500.0,Lagos,foreign,122120.0,4.0,2008.0,Dodge,Durango,Automatic,12.0
15716,1735000.0,Port Harcourt,local,90876.0,3.0,2008.0,Kia,Cerato,Automatic,12.0
15717,2157500.0,Lagos,local,1.0,4.0,2008.0,Toyota,Rav4,Automatic,12.0
15718,3460000.0,Port Harcourt,local,84187.0,3.0,2008.0,Toyota,Highlander,Automatic,12.0
15719,1505000.0,Lagos,local,121060.0,4.0,2008.0,Kia,Cerato,Automatic,12.0
15720,2137500.0,Lagos,foreign,285157.0,3.0,2008.0,Toyota,Corolla,Automatic,12.0
15721,470000.0,Lagos,local,134134.0,3.0,2008.0,Suzuki,Sx4,Automatic,12.0
15722,3230000.0,Lagos,local,106926.0,4.0,2008.0,Toyota,Avensis,Automatic,12.0
15723,4610000.0,Abuja,local,106587.0,5.0,2008.0,Land,Rover Range Rover HSE,Automatic,12.0
15724,807500.0,Abuja,local,137929.0,3.0,2008.0,Nissan,Maxima,Automatic,12.0
15725,9785000.0,Abuja,foreign,2011.0,3.0,2008.0,Land,Rover Lr4,Automatic,12.0
15726,757500.0,Lagos,local,154863.0,4.0,2008.0,Nissan,Pathfinder,Automatic,12.0
15727,616250.0,Lagos,local,159016.0,5.0,2008.0,Honda,Cr-V,Automatic,12.0
15728,1965000.0,Onitsha,foreign,147903.0,3.0,2008.0,Nissan,Altima,Automatic,12.0
15729,4236250.0,Lagos,local,134082.0,3.0,2008.0,Toyota,Tundra,Automatic,12.0
15730,1370000.0,Port Harcourt,local,182092.0,4.0,2008.0,Toyota,Sequoia,Automatic,12.0
15731,863750.0,Abuja,local,297756.0,3.0,2008.0,6,2004,Automatic,12.0
15732,6335000.0,Abuja,foreign,10559.0,3.0,2008.0,Hyundai,Elantra,Automatic,12.0
15733,1735000.0,Lagos,local,174168.0,5.0,2008.0,Lexus,Gs 300,Automatic,12.0
15734,872500.0,Lagos,local,2006.0,4.0,2008.0,Mercedes-Benz,S430,Automatic,12.0
15735,815000.0,Lagos,local,230672.0,5.0,2008.0,Toyota,Camry,Automatic,12.0
15736,1206000.0,Port Harcourt,local,287574.0,4.0,2008.0,Toyota,Sienna,Automatic,12.0
15737,1160000.0,Lagos,local,319988.0,5.0,1999.0,Lexus,Rx 300,Automatic,21.0
15738,470000.0,Ilorin,local,160122.0,4.0,2008.0,Kia,Sedona,Automatic,12.0
15739,4035000.0,Lagos,foreign,108840.0,3.0,2008.0,Mercedes-Benz,C300,Automatic,12.0
15740,2885000.0,Lagos,foreign,147224.0,4.0,2008.0,Ford,Mustang,Automatic,12.0
15741,757500.0,Lagos,local,68250.0,5.0,2008.0,Hyundai,I10,Automatic,12.0
15742,815000.0,Lagos,local,175250.0,5.0,2008.0,Nissan,Quest,Automatic,12.0
15743,391250.0,Lagos,local,186690.0,4.0,1996.0,Infiniti,I30,Automatic,24.0
15744,355000.0,Abuja,local,395494.0,3.0,2008.0,Mitsubishi,Galant,Automatic,12.0
15745,2770000.0,Lagos,foreign,74349.0,3.0,2008.0,Toyota,Corolla,Automatic,12.0
15746,1965000.0,Owerri,local,117331.0,3.0,2008.0,Toyota,Corolla,Automatic,12.0
15747,2540000.0,Lagos,foreign,194578.0,4.0,2008.0,Toyota,Camry,Automatic,12.0
15748,670000.0,Lagos,local,298715.0,4.0,1994.0,Lexus,Gs 300,Automatic,26.0
15749,1332500.0,Port Harcourt,local,290427.0,4.0,2008.0,Toyota,Corolla,Automatic,12.0
15750,930000.0,Lagos,local,260079.0,3.0,2008.0,Mercedes-Benz,Ml320,Automatic,12.0
15751,1102500.0,Lagos,local,105426.0,5.0,2008.0,Toyota,Rav4,Automatic,12.0
15752,6545000.0,Lagos,foreign,125168.0,3.0,2008.0,Odyssey,2015,Automatic,12.0
15753,447000.0,Lagos,local,179999.0,5.0,1999.0,Nissan,Altima,Automatic,21.0
15754,5645000.0,Lagos,foreign,91000.0,3.0,2008.0,Toyota,Venza,Automatic,12.0
15755,2425000.0,Port Harcourt,foreign,115081.0,3.0,2008.0,Lexus,Es 300,Automatic,12.0
15756,3000000.0,Lagos,foreign,155960.0,3.0,2008.0,BMW,3 Series,Automatic,12.0
15758,470000.0,Port Harcourt,local,121507.0,5.0,2008.0,Mazda,Mpv,Automatic,12.0
15760,8060000.0,Lagos,local,73656.0,4.0,2008.0,Toyota,Land Cruiser Prado,Automatic,12.0
15764,4035000.0,Port Harcourt,local,72685.0,3.0,2008.0,Lexus,GS 350,Automatic,12.0
15765,1620000.0,Lagos,local,2002.0,4.0,2008.0,BMW,7 Series,Automatic,12.0
15766,3690000.0,Lagos,local,256393.0,3.0,2008.0,Toyota,Tacoma,Automatic,12.0
15767,2885000.0,Lagos,local,57854.0,4.0,2008.0,Rover,Range Rover HSE 2009,Automatic,12.0
15768,2540000.0,Abuja,local,68679.0,4.0,2008.0,Porsche,Cayenne,Automatic,12.0
15769,930000.0,Ilorin,foreign,203017.0,5.0,1998.0,Audi,A6,Automatic,22.0
15770,1850000.0,Lagos,foreign,86458.0,3.0,2008.0,Land,Rover Lr2,Automatic,12.0
15771,8060000.0,Lagos,local,71450.0,2.0,2008.0,Land,Rover Range Rover Sport,Automatic,12.0
15772,930000.0,Lagos,local,136949.0,4.0,2008.0,Honda,Accord,Automatic,12.0
15773,700000.0,Lagos,local,125230.0,3.0,2008.0,Renault,Scenic,Automatic,12.0
15774,2885000.0,Abuja,local,106028.0,3.0,2008.0,Ford,Taurus,Automatic,12.0
15775,4380000.0,Abuja,local,70212.0,3.0,2008.0,BMW,5 Series,Automatic,12.0
15776,872500.0,Port Harcourt,local,235250.0,5.0,2008.0,Honda,Cr-V,Automatic,12.0
15777,412500.0,Lagos,local,221393.0,4.0,2008.0,Honda,Accord,Automatic,12.0
15778,585000.0,Lagos,local,242267.0,4.0,2008.0,Honda,Pilot,Automatic,12.0
15779,470000.0,Port Harcourt,local,189548.0,4.0,2008.0,Honda,Accord,Automatic,12.0
15780,930000.0,Lagos,local,216511.0,5.0,2008.0,Acura,Mdx,Automatic,12.0
15781,470000.0,Abuja,local,215000.0,5.0,2008.0,Peugeot,407,Automatic,12.0
15782,757500.0,Lagos,local,352668.0,5.0,2008.0,Ford,Explorer,Automatic,12.0
15783,8060000.0,Lagos,foreign,338145.0,4.0,2008.0,Mercedes-Benz,Gl450,Automatic,12.0
15784,2080000.0,Asaba,local,201345.0,3.0,2008.0,Lexus,Es,Automatic,12.0
