,Price,city,History,Millage,Ratings,Year,Make,Model,Transmission
362,2200000,Lagos,local,99125,4.8,2007,Toyota,Camry,Automatic
363,10795000,Lagos,foreign,36295,4.9,2016,Toyota,RAV 4,Automatic
364,17615000,Lagos,foreign,50790,4.9,2016,Lexus,RX 350,Automatic
365,820000,Lagos,local,32292,3.7,2000,Toyota,Sienna,Automatic
366,2545000,Lagos,local,67393,4.9,2012,Hyundai,Tucson,Automatic
367,20915000,Lagos,foreign,2775,5.0,2018,Mercedes-Benz,GLC 300,Automatic
368,14865000,Lagos,foreign,2626,4.9,2018,Toyota,Camry,Automatic
369,4415000,Lagos,foreign,18094,5.0,2007,Mercedes-Benz,ML 350,Automatic
370,7165000,Lagos,foreign,28890,5.0,2016,Honda,Accord,Automatic
371,7715000,Lagos,foreign,195775,4.7,2011,Toyota,Venza,Automatic
372,3465000,Lagos,foreign,234957,4.6,2008,Ford,Escape,Automatic
373,14865000,Lagos,foreign,24502,5.0,2018,Honda,Accord,Automatic
374,3235000,Lagos,foreign,106071,4.8,2008,Toyota,Sienna,Automatic
376,2257500,Lagos,foreign,188971,4.6,2005,Mazda,Tribute,Automatic
377,1740000,Lagos,local,171150,4.3,2008,Toyota,Corolla,Automatic
378,9365000,Lagos,foreign,56084,4.9,2014,Toyota,Venza,Automatic
379,6065000,Lagos,foreign,12848,4.8,2008,Mitsubishi,Pajero,Automatic
380,2200000,Lagos,foreign,344501,5.0,2006,Toyota,Yaris,Automatic
381,15965000,Lagos,foreign,43989,4.8,2018,Toyota,Camry,Automatic
382,13215000,Lagos,foreign,32161,4.9,2015,Mercedes-Benz,GLA 250,Automatic
383,15965000,Lagos,foreign,17053,5.0,2018,Toyota,Highlander,Automatic
384,17615000,Lagos,foreign,37944,4.8,2014,Land,Rover Range Rover,Automatic
385,15965000,Lagos,foreign,40860,4.9,2018,Toyota,Camry,Automatic
386,1740000,Lagos,foreign,109160,4.7,2004,Honda,CR-V,Automatic
387,5405000,Lagos,foreign,232069,5.0,2009,Toyota,Venza,Automatic
388,13765000,Lagos,foreign,10000,4.7,2014,Mercedes-Benz,E 350,Automatic
389,6615000,Lagos,foreign,36958,4.7,2016,Honda,Accord,Automatic
390,3005000,Lagos,foreign,14115,4.8,2010,Toyota,Corolla,Automatic
391,9365000,Lagos,foreign,23330,4.5,2015,Lexus,RX 350,Automatic
392,45115000,Lagos,foreign,30194,4.8,2016,Porsche,Cayenne,Automatic
393,20915000,Lagos,foreign,4478,4.9,2017,Mercedes-Benz,C 180,Automatic
394,4965000,Lagos,foreign,105823,4.9,2013,Toyota,Camry,Automatic
395,14865000,Lagos,foreign,23426,5.0,2018,Honda,Accord,Automatic
396,4415000,Lagos,foreign,97597,4.9,2014,Nissan,Sentra,Automatic
397,4085000,Lagos,foreign,87176,4.8,2013,Toyota,Camry,Automatic
398,7715000,Lagos,foreign,142724,4.9,2011,Toyota,Venza,Automatic
400,35215000,Lagos,foreign,13045,5.0,2018,Infiniti,QX80,Automatic
401,46215000,Lagos,foreign,57810,4.8,2017,Lexus,LX 570,Automatic
402,6065000,Lagos ,foreign,103666,4.9,2014,Toyota,Corolla,Automatic
403,8375000,Lagos,foreign,122397,4.9,2013,Toyota,RAV 4,Automatic
404,4525000,Lagos,foreign,50294,4.7,2013,Honda,Crosstour,Automatic
405,45115000,Lagos,foreign,54453,4.9,2017,Toyota,Land Cruiser,Automatic
406,6065000,Lagos,foreign,61029,4.8,2015,MINI,Cooper Coupé,Automatic
407,1625000,Ogun,local,113115,4.8,2004,Nissan,Xterra,Automatic
408,1107500,Abia ,local,107576,4.8,2011,Ford,Focus,Automatic
409,2027500,Ogun,local,174865,4.8,2007,Volvo,XC90,Automatic
410,4525000,Lagos,foreign,89538,4.4,2012,Toyota,Camry,Automatic
411,1510000,Lagos,local,118608,4.6,2004,Hyundai,Sonata,Automatic
412,2890000,Lagos,local,234069,4.4,2002,Toyota,4-Runner,Automatic
413,2315000,Lagos ,foreign,322649,4.7,2008,Ford,Escape,Automatic
414,302500,Lagos,local,220545,4.8,2004,Peugeot,206,Automatic
415,7165000,Lagos,local,38643,4.8,2015,Lexus,ES 350,Automatic
416,12665000,Lagos,local,56949,4.7,2013,Toyota,Land Cruiser,Automatic
417,3465000,Lagos,foreign,113033,4.9,2011,Toyota,Corolla,Automatic
420,22015000,Lagos,foreign,40734,4.9,2016,Lexus,GX 460,Automatic
422,4415000,Lagos,foreign,84194,4.6,2012,Toyota,Camry,Automatic
423,4855000,Lagos,foreign,55213,4.8,2014,Toyota,Camry,Automatic
424,1165000,Lagos,foreign,398564,4.4,2008,Peugeot,307,Automatic
425,3975000,Lagos,foreign,51494,4.9,2006,Mercedes-Benz,CLS 500,Automatic
426,4195000,Lagos,foreign,80235,4.5,2004,Lexus,RX 330,Automatic
427,3235000,Lagos,foreign,92991,4.8,2011,Toyota,Camry,Automatic
428,3755000,Lagos,foreign,78544,4.8,2011,Toyota,Corolla,Automatic
429,3235000,Lagos,foreign,67311,4.9,2011,Toyota,Corolla,Automatic
430,30815000,Lagos ,foreign,24449,5.0,2007,Bentley,Arnage,Automatic
431,5405000,Lagos,foreign,72519,4.9,2014,Toyota,Camry,Automatic
434,14315000,Lagos ,foreign,18277,5.0,2016,Toyota,RAV 4,Automatic
436,1740000,Lagos,local,232556,4.8,2000,Lexus,RX 300,Automatic
437,2660000,Lagos,foreign,140285,4.7,2007,Toyota,Camry,Automatic
438,6065000,Lagos,foreign,84310,4.8,2014,Toyota,Camry,Automatic
439,13765000,Lagos,foreign,15904,5.0,2016,Mercedes-Benz,250,Automatic
440,3535000,Ogun,foreign,118276,5.0,2007,Lexus,ES 350,Automatic
441,2660000,Lagos,foreign,0,4.9,2011,Toyota,Camry,Automatic
442,3975000,Lagos,foreign,0,5.0,2006,Lexus,GS 430,Automatic
443,3755000,Lagos,foreign,0,5.0,2011,Toyota,Matrix,Automatic
444,2085000,Lagos,foreign,0,4.9,2003,Toyota,Corolla,Automatic
445,3407500,Lagos,foreign,0,4.9,2010,Toyota,Camry,Automatic
446,3465000,Lagos,foreign,207762,4.5,2006,Ford,F 150,Automatic
447,2890000,Lagos,foreign,248501,4.7,2001,Mercedes-Benz,ML 430,Automatic
448,22015000,Lagos,local,82,4.8,2014,Land,Rover Range Rover,Automatic
449,165015008,Lagos,local,16069,5.0,2011,Rolls-Royce,Ghost,Automatic
450,2545000,Lagos,foreign,93156,4.6,2006,Toyota,Avalon,Automatic
451,4415000,Lagos,foreign,177162,4.8,2008,Toyota,Highlander,Automatic
452,3535000,Lagos,foreign,232727,5.0,2010,Volkswagen,Tiguan,Automatic
453,2027500,Lagos,local,266244,4.7,2009,Toyota,Camry,Automatic
454,2775000,Lagos,foreign,132217,4.8,2001,Toyota,Highlander,Automatic
455,3975000,Lagos,foreign,87721,4.9,2012,Toyota,Corolla,Automatic
456,30815000,Lagos,foreign,77968,4.9,2015,Land,Rover Range Rover,Automatic
457,31915000,Lagos,foreign,77805,4.9,2016,Land,Rover Range Rover,Automatic
458,475000,Lagos,local,247731,4.4,1996,Honda,Accord,Automatic
459,15415000,Lagos,foreign,20212,4.9,2016,Toyota,Hilux,Automatic
460,3865000,Lagos,foreign,81011,4.9,2014,Hyundai,Sonata,Automatic
461,417500,Lagos,local,199621,4.1,2000,Honda,Accord,Automatic
462,4305000,Lagos,local,35356,4.9,2016,Hyundai,Elantra,Automatic
463,7165000,Lagos,foreign,93965,4.9,2013,Toyota,RAV 4,Automatic
464,6615000,Lagos,foreign,10319,4.9,2016,Toyota,Corolla,Automatic
465,3865000,Lagos,foreign,92559,4.9,2010,Toyota,Corolla,Automatic
466,6065000,Lagos,foreign,73011,5.0,2013,Kia,Optima,Automatic
467,5515000,Lagos,foreign,160427,4.7,2008,Lexus,RX 350,Automatic
468,6065000,Lagos,foreign,82547,4.7,2013,Honda,Accord,Automatic
469,9365000,Lagos,foreign,76472,5.0,2015,Toyota,Avalon,Automatic
470,28615000,Lagos,foreign,14941,5.0,2019,Chevrolet,Camaro,Automatic
471,3865000,Lagos,foreign,117332,5.0,2009,Toyota,Corolla,Automatic
472,3235000,Lagos,local,152549,4.8,2007,Lexus,RX 350,Automatic
473,3350000,Lagos,foreign,102635,4.9,2006,Toyota,Highlander,Automatic
474,28615000,Lagos,local,266244,4.7,2005,Lexus,RX 330,Automatic
475,49515000,Lagos ,foreign,19479,5.0,2017,Lexus,LX 570,Automatic
476,7715000,Lagos ,foreign,205240,4.8,2010,Toyota,Hiace,Automatic
477,2200000,Lagos,foreign,132217,4.9,2005,Toyota,Camry,Automatic
478,29715000,Lagos,foreign,3568,5.0,2016,Mercedes-Benz,C 450 AMG,Automatic
479,3120000,Lagos,foreign,184339,4.7,2006,Ford,F 150,Automatic
480,25865000,Lagos,foreign,49293,5.0,2014,Land,Rover Range Rover Sport,Automatic
481,7715000,Lagos,foreign,171534,4.9,2010,Lexus,RX 350,Automatic
482,11015000,Lagos,local,13635,5.0,2014,BMW,535,Automatic
483,2890000,Lagos,foreign,197520,4.8,2008,Hyundai,Santa Fe,Automatic
484,52815000,Lagos,foreign,20423,5.0,2018,Lexus,LX 570,Automatic
485,9805000,Lagos,local,82220,5.0,2015,Ford,Explorer,Automatic
486,55015000,Lagos,foreign,35064,5.0,2016,Land,Rover Range Rover,Automatic
487,47315000,Lagos ,foreign,27102,5.0,2017,Lexus,LX 570,Automatic
488,52815000,Lagos,foreign,25141,4.9,2018,Lexus,LX 570,Automatic
489,30265000,Lagos,foreign,49262,5.0,2017,Porsche,Macan,Automatic
490,19265000,Lagos,foreign,52241,4.9,2016,Lexus,RX 350,Automatic
491,18165000,Lagos,foreign,7690,5.0,2015,Mercedes-Benz,C 63 AMG,Automatic
492,10795000,Lagos,foreign,144318,5.0,2012,Mercedes-Benz,ML 350,Automatic
493,1222500,Lagos,local,164560,4.3,2005,Toyota,Corolla,Automatic
494,12665000,Lagos,foreign,78993,4.8,2014,Mercedes-Benz,E 350,Automatic
495,1280000,Ogun,local,103080,4.2,2009,Kia,Optima,Automatic
496,17065000,Lagos,foreign,52421,4.8,2015,Toyota,4-Runner,Automatic
497,60515000,Lagos,foreign,6023,5.0,2019,Lexus,LX 570,Automatic
498,4085000,Lagos,foreign,137118,5.0,2010,Toyota,RAV 4,Automatic
499,3235000,Lagos,foreign,99152,4.9,2009,Toyota,Sienna,Automatic
500,15415000,Lagos,foreign,6005,5.0,2019,Volkswagen,Passat,Automatic
502,5185000,Ogun,foreign,89761,4.5,2006,Toyota,Tacoma,Automatic
503,532500,Ogun ,local,330910,4.6,2000,Honda,Odyssey,Automatic
504,2545000,Ogun,local,88306,4.8,2010,Honda,Accord,Automatic
505,3235000,Ogun,foreign,71909,4.9,2005,Toyota,Highlander,Automatic
506,3120000,Lagos,local,143097,4.9,2009,Lexus,IS 250,Automatic
507,4195000,Ogun ,foreign,94653,4.8,2010,Chevrolet,Traverse,Automatic
509,2775000,Ogun,foreign,157288,5.0,2007,Volvo,S80,Automatic
510,4965000,Lagos,foreign,159486,4.9,2014,Hyundai,Elantra,Automatic
511,13215000,Lagos,foreign,87501,4.9,2012,Mercedes-Benz,S 550,Automatic
512,22015000,Lagos,foreign,53509,4.9,2016,Mercedes-Benz,GLE 400,Automatic
513,52815000,Lagos,foreign,23568,5.0,2018,Lexus,LX 570,Automatic
514,24765000,Lagos,foreign,45133,5.0,2018,Mercedes-Benz,200,Automatic
515,52815000,Lagos,foreign,20921,5.0,2018,Lexus,LX 570,Automatic
516,30265000,Lagos,foreign,15013,5.0,2018,Lexus,RX 350,Automatic
517,93515000,Lagos,foreign,11950,5.0,2012,Rolls-Royce,Ghost,Automatic
518,12115000,Lagos,foreign,45104,5.0,2015,Lexus,RX 350,Automatic
519,13215000,Lagos ,foreign,949469,4.9,2010,Lexus,GX 460,Automatic
520,5625000,Ogun,foreign,124097,4.6,2011,Ford,Edge,Automatic
521,2890000,Ogun,local,69387,3.9,2007,Mercedes-Benz,ML 350,Automatic
522,9915000,Lagos,local,51645,4.3,2016,Acura,MDX,Automatic
524,23115000,Lagos,foreign,52866,4.9,2018,Mercedes-Benz,C 300,Automatic
525,3120000,Lagos,foreign,158580,4.9,2009,Toyota,Camry,Automatic
526,6945000,Lagos,foreign,87656,4.9,2010,Mercedes-Benz,GLK 350,Automatic
527,3865000,Lagos,foreign,171617,4.7,2006,Mercedes-Benz,ML 350,Automatic
528,2660000,Lagos,foreign,97997,4.8,2003,Lexus,RX 300,Automatic
529,2200000,Lagos ,foreign,89539,4.6,2006,Volkswagen,Jetta,Automatic
530,3755000,Lagos,foreign,127046,4.9,2008,Mercedes-Benz,300,Automatic
531,7495000,Lagos,foreign,201448,5.0,2013,Toyota,Avalon,Automatic
532,699250,Lagos,local,178607,4.6,2001,Ford,Mondeo,Automatic
533,2315000,Lagos,local,55620,4.7,2012,Kia,Sorento,Automatic
534,13215000,Lagos,foreign,60972,4.9,2016,Mercedes-Benz,C 300,Automatic
535,8265000,Lagos,foreign,143574,4.7,2011,Mercedes-Benz,E 300,Automatic
536,6065000,Lagos,foreign,113085,4.9,2014,Toyota,Corolla,Automatic
537,5515000,Lagos,foreign,209568,4.6,2006,Mercedes-Benz,GL 450,Automatic
538,2545000,Lagos,foreign,186877,4.8,2008,Honda,Accord,Automatic
539,4415000,Lagos,foreign,140108,4.7,2006,Lexus,RX 330,Automatic
540,7715000,Lagos,foreign,178766,4.7,2013,Toyota,RAV 4,Automatic
541,3535000,Lagos,foreign,225602,4.6,2005,Toyota,Highlander,Automatic
542,1165000,Lagos,local,119294,2.7,1996,Toyota,Dyna,Automatic
543,11015000,Lagos,foreign,23821,4.9,2015,Chevrolet,Camaro,Automatic
544,9365000,Lagos,foreign,91144,4.9,2013,Lexus,RX 350,Automatic
545,3465000,Lagos,foreign,118464,5.0,2007,Toyota,RAV 4,Automatic
546,13215000,Lagos,foreign,15427,5.0,2018,Toyota,C-HR,Automatic
547,4525000,Lagos,foreign,142762,4.8,2012,Toyota,Camry,Automatic
548,7165000,Lagos,foreign,93999,4.9,2013,Toyota,RAV 4,Automatic
549,5845000,Lagos,foreign,233837,4.9,2010,Toyota,Highlander,Automatic
550,9915000,Lagos,foreign,48756,4.9,2016,Toyota,RAV 4,Automatic
551,7165000,Lagos ,foreign,78478,4.9,2012,Mercedes-Benz,350,Automatic
552,4635000,Lagos ,foreign,289095,4.8,2011,Toyota,Sienna,Automatic
553,1970000,Lagos ,foreign,178796,4.6,2008,Honda,Civic,Automatic
554,1452500,Lagos,foreign,184860,4.8,1999,Toyota,Corolla,Automatic
555,11235000,Lagos ,foreign,104432,4.9,2012,Toyota,4-Runner,Automatic
556,3535000,Lagos ,foreign,68568,4.9,2011,Toyota,Corolla,Automatic
557,7165000,Lagos,foreign,162396,4.9,2013,Toyota,RAV 4,Automatic
558,3235000,Lagos,foreign,147308,4.7,2005,Toyota,Highlander,Automatic
559,3865000,Lagos,foreign,125748,4.8,2011,Toyota,Corolla,Automatic
560,5735000,Lagos,foreign,89849,5.0,2015,Hyundai,Sonata,Automatic
561,3177500,Arepo ogun state ,foreign,132676,4.9,2010,Toyota,Corolla,Automatic
562,14315000,Lagos ,foreign,15596,4.8,2018,Honda,Accord,Automatic
563,2775000,Ogun ,foreign,64447,5.0,2007,Mitsubishi,Eclipse,Automatic
564,3177500,"Arepo, Ogun state",foreign,163038,4.3,2007,Toyota,RAV 4,Automatic
565,4525000,Lagos ,foreign,235960,4.4,2008,Volkswagen,Touareg,Automatic
566,6065000,Lagos ,foreign,99768,4.9,2016,Honda,Accord,Automatic
567,3062500,Lagos ,foreign,111391,5.0,2010,Toyota,Corolla,Automatic
568,3235000,Lagos ,local,70364,4.9,2013,Ford,Edge,Automatic
569,6065000,Lagos ,foreign,120846,4.9,2015,Toyota,Corolla,Automatic
570,5845000,Lagos ,foreign,83686,4.9,2015,Toyota,Corolla,Automatic
571,4140000,Lagos ,foreign,248462,4.7,2012,Toyota,Camry,Automatic
572,10465000,Lagos ,foreign,95476,4.9,2016,Toyota,Highlander,Automatic
573,4305000,Lagos ,foreign,100329,4.9,2013,Hyundai,Sonata,Automatic
574,5515000,Lagos ,foreign,29489,4.8,2015,Toyota,Corolla,Automatic
575,19815000,Lagos ,foreign,30553,4.9,2016,Mercedes-Benz,CLA 45 AMG,Automatic
576,22015000,Lagos ,foreign,28600,5.0,2017,Mercedes-Benz,C 180,Automatic
577,7715000,Lagos ,foreign,244228,5.0,2011,Toyota,Venza,Automatic
578,2315000,Lagos ,foreign,205539,4.7,2010,Honda,Insight,Automatic
579,2890000,Lagos ,foreign,189865,4.9,2009,Pontiac,Vibe,Automatic
580,2315000,Lagos ,foreign,1775588,4.8,2009,Ford,Fusion,Automatic
581,6615000,Lagos ,foreign,72075,4.7,2009,Toyota,Highlander,Automatic
582,3425000,Lagos ,foreign,147386,4.8,2011,Hyundai,Sonata,Automatic
583,6615000,Lagos ,foreign,16342,4.9,2016,Toyota,Corolla,Automatic
584,820000,Lagos ,local,220229,4.7,2009,Peugeot,607,Automatic
585,52815000,Lagos ,foreign,16479,5.0,2016,Lexus,LX 570,Automatic
586,2200000,Lagos ,foreign,203226,4.9,2007,Honda,Civic,Automatic
587,1625000,Lagos ,local,115294,4.4,2006,Nissan,Sentra,Automatic
588,7165000,Lagos ,foreign,82745,4.9,2013,Toyota,RAV 4,Automatic
589,4085000,Lagos ,foreign,132795,4.9,2013,Kia,Optima,Automatic
590,14315000,Lagos ,foreign,18506,5.0,2019,Honda,Accord,Automatic
591,2315000,Lagos ,foreign,190141,4.6,2004,BMW,745,Automatic
592,6065000,Lagos ,foreign,63429,5.0,2014,Toyota,Corolla,Automatic
593,11675000,Lagos ,foreign,53986,4.9,2015,Toyota,Highlander,Automatic
594,7715000,Lagos ,foreign,128521,4.9,2012,Mercedes-Benz,GLK 350,Automatic
595,2832500,Lagos,foreign,53514,,2008,Toyota,Corolla,Automatic
596,4855000,Lagos,foreign,0,,2012,Toyota,Camry,Automatic
597,6395000,Lagos,foreign,98000,,2008,Toyota,FJ,Automatic
598,2832500,Lagos,foreign,0,,2006,Acura,MDX,Automatic
599,0,Lagos,foreign,10000,,2008,Toyota,RAV 4,Automatic
600,6505000,Lagos,foreign,2413,,2010,Mercedes-Benz,GL 450,Automatic
601,3120000,Lagos,foreign,0,,2007,Toyota,Avalon,Automatic
602,1050000,Lagos,foreign,76000,,2004,Nissan,Xterra,Automatic
603,2832500,Lagos,foreign,0,,2005,Lexus,ES 330,Automatic
604,6945000,Lagos,foreign,109364,,2015,Toyota,Avalon,Automatic
605,3120000,Abuja,foreign,80000,,2010,Mazda,3,Automatic
606,0,Lagos,foreign,9856,,2008,Honda,CR-V,Automatic
607,4360000,Lagos,foreign,35543,,2008,Lexus,GX 470,Automatic
608,1337500,Lagos,foreign,125000,,2000,Lexus,IS 200,Automatic
609,2591000,Lagos,foreign,102348,,2007,Toyota,Corolla,Automatic
610,4965000,Lagos,foreign,0,,2008,Mercedes-Benz,ML 350,Automatic
611,2027500,Lagos,foreign,76324,,2005,Honda,Accord,Automatic
612,6175000,Lagos,foreign,0,,2010,Toyota,Hiace,Automatic
613,2602500,Lagos,foreign,0,,2006,Toyota,Corolla,Automatic
614,1625000,Lagos,foreign,155024,,2007,Toyota,Sequoia,Automatic
615,19265000,Lagos,foreign,75243,,2006,Toyota,Highlander,Automatic
616,2430000,Lagos,foreign,92000,,2006,Toyota,Avalon,Automatic
617,0,Lagos,foreign,0,,2016,Ford,Explorer,Automatic
618,0,Rivers,foreign,98000,,2008,Honda,CR-V,Automatic
619,6065000,Lagos,foreign,0,,2008,Mercedes-Benz,GL 450,Automatic
620,4195000,Lagos,foreign,86554,,2010,Toyota,Camry,Automatic
621,0,Lagos,foreign,125425,,2008,Toyota,Camry,Automatic
622,4140000,Lagos,foreign,98000,,2007,Toyota,Sequoia,Automatic
623,0,Lagos,foreign,83311,,2008,Toyota,Camry,Automatic
624,0,Lagos,foreign,0,,2014,Land,Rover Range Rover Evoque,Automatic
625,0,Lagos,foreign,0,,2016,Toyota,Avalon,Automatic
626,6175000,Lagos,foreign,0,,2008,Toyota,FJ,Automatic
627,43465000,Lagos,foreign,2000,,2019,Mercedes-Benz,GLE 43 AMG,Automatic
628,1625000,Lagos,foreign,0,,2005,Toyota,Sienna,Automatic
629,5075000,Lagos,foreign,45326,,2011,Lexus,ES 300,Automatic
630,10135000,Lagos,foreign,56499,,2013,Lexus,RX 350,Automatic
631,11015000,Lagos,foreign,0,,2014,Mercedes-Benz,E 350,Automatic
632,12115000,Lagos,foreign,34,,2017,Toyota,RAV 4,Automatic
633,0,Lagos,foreign,59000,,2009,Volkswagen,Jetta,Automatic
634,11895000,Lagos,foreign,39582,,2011,Mercedes-Benz,GL 450,Automatic
635,9365000,Lagos,foreign,42869,,2015,Acura,MDX,Automatic
636,3425000,Lagos,foreign,76000,,2010,Toyota,Camry,Automatic
637,33015000,Lagos,foreign,20644,,2016,Mercedes-Benz,GLC 300,Automatic
638,17065000,Lagos,foreign,0,,2016,Lexus,RX 350,Automatic
639,3865000,Lagos,foreign,0,,2009,Acura,TSX,Automatic
640,0,Lagos,foreign,75000,,2006,Lexus,ES 300,Automatic
641,0,Lagos,foreign,0,,2005,Lexus,GX 470,Automatic
642,3700000,Lagos,foreign,0,,2012,Hyundai,Elantra,Automatic
643,7165000,Lagos,foreign,0,,2011,Lexus,RX 350,Automatic
644,4965000,Abuja,foreign,70000,,2014,Honda,Civic,Automatic
645,0,Lagos,foreign,74562,,2010,Toyota,Tacoma,Automatic
646,9915000,Abuja,foreign,57024,,2015,Lexus,IS 250,Automatic
647,2085000,Lagos,foreign,0,,2003,Toyota,Tacoma,Automatic
648,41815000,Lagos,foreign,54230,,2017,Lexus,LX 570,Automatic
649,4745000,Lagos,foreign,95780,,2009,Toyota,Highlander,Automatic
650,4635000,Lagos,foreign,55000,,2014,Hyundai,Sonata,Automatic
651,7605000,Lagos,foreign,80,,2012,Toyota,Highlander,Automatic
652,9035000,Lagos,foreign,64873,,2013,Lexus,RX 350,Automatic
653,13215000,Lagos,foreign,0,,2012,Lexus,GX 470,Automatic
654,0,Lagos,foreign,32500,,2016,Land,Rover Range Rover Evoque,Automatic
656,3465000,Lagos,foreign,0,,2006,Lexus,ES 300,Automatic
657,5515000,Lagos,foreign,0,,2012,Ford,Edge,Automatic
658,8705000,Lagos,foreign,54525,,2013,Toyota,Highlander,Automatic
659,4415000,Lagos,foreign,0,,2012,Toyota,RAV 4,Automatic
660,0,Lagos,foreign,75632,,2007,Toyota,Corolla,Automatic
661,2832500,Lagos,foreign,88000,,2009,Toyota,Camry,Automatic
662,2890000,Lagos,foreign,0,,2006,Toyota,Avalon,Automatic
663,3865000,Lagos,foreign,0,,1994,Toyota,Dyna,Automatic
664,0,Lagos,foreign,100000,,2005,Honda,Pilot,Automatic
665,3177500,Lagos,foreign,951523,,2008,Toyota,Camry,Automatic
666,6615000,Lagos,foreign,0,,2010,Toyota,Highlander,Automatic
667,0,Lagos,foreign,78000,,2004,Toyota,Sienna,Automatic
668,2775000,Lagos,foreign,13457,,2007,Toyota,Avalon,Automatic
669,0,Lagos,foreign,0,,2008,Lexus,ES 300,Automatic
670,1797500,Lagos,foreign,98655,,2003,Lexus,RX 300,Automatic
671,2775000,Lagos,foreign,107000,,2007,Hyundai,Santa Fe,Automatic
672,14315000,Lagos,foreign,0,,2014,Mercedes-Benz,GL 450,Automatic
673,0,Lagos,foreign,0,,2013,Ford,Explorer,Automatic
675,0,Lagos,foreign,0,,2005,Infiniti,FX,Automatic
676,0,Abuja,foreign,68704,,2010,Toyota,RAV 4,Automatic
677,3590000,Lagos,foreign,0,,2006,Toyota,Highlander,Automatic
678,3235000,Lagos,foreign,76000,,2009,Toyota,Camry,Automatic
679,4250000,Lagos,foreign,0,,2008,Lexus,ES 300,Automatic
680,14095000,Lagos,foreign,0,,2011,Lexus,GX 460,Automatic
681,3177500,Lagos,foreign,85248,,2008,Honda,CR-V,Automatic
682,3700000,Lagos,foreign,0,,2013,Toyota,Corolla,Automatic
683,8595000,Lagos,foreign,0,,2009,Mercedes-Benz,GL 550,Automatic
684,3645000,Lagos,foreign,63711,,2007,Toyota,Highlander,Automatic
685,2717500,Lagos,foreign,0,,2007,Ford,Edge,Automatic
686,3755000,Lagos,foreign,63244,,2011,Toyota,Camry,Automatic
687,5955000,Lagos,foreign,63578,,2015,Toyota,Corolla,Automatic
688,3920000,Lagos,foreign,85046,,2005,Lexus,RX 330,Automatic
689,6615000,Lagos,foreign,91332,,2015,Toyota,Corolla,Automatic
690,0,Lagos,foreign,58668,,2011,Mercedes-Benz,C 350,Automatic
691,2660000,Lagos,foreign,0,,2009,Lexus,ES 330,Automatic
692,12335000,Lagos,foreign,0,,2010,Lexus,GX 470,Automatic
693,0,Lagos,foreign,54232,,2014,Mercedes-Benz,C 300,Automatic
694,13765000,Lagos,foreign,0,,2011,Toyota,Sequoia,Automatic
695,7495000,Lagos,foreign,0,,2011,Mercedes-Benz,ML 350,Automatic
696,4745000,Lagos,foreign,81,,2013,Toyota,Camry,Automatic
697,4250000,Lagos,foreign,825312,,2008,Toyota,4-Runner,Automatic
698,0,Lagos,foreign,0,,2003,Lexus,GX 470,Automatic
699,4415000,Lagos,foreign,61523,,2010,Mercedes-Benz,E 350,Automatic
700,0,Lagos,foreign,85700,,2007,Lexus,RX 350,Automatic
701,49515000,Lagos,foreign,25000,,2017,Lexus,LX 570,Automatic
702,0,Lagos,foreign,0,,2018,Toyota,Highlander,Automatic
703,1107500,Lagos,foreign,0,,2005,Honda,Pilot,Automatic
704,0,Lagos,foreign,81000,,2006,Honda,Civic,Automatic
705,0,Lagos,foreign,85343,,2009,Toyota,Sienna,Automatic
706,0,Lagos,foreign,78000,,2008,Toyota,Tundra,Automatic
707,2890000,Lagos,foreign,125133,,2004,Toyota,Sienna,Automatic
708,5075000,Lagos,foreign,87869,,2013,Toyota,Camry,Automatic
709,10465000,Ibadan,foreign,0,,2015,Mercedes-Benz,ML 350,Automatic
710,1452500,Rivers,foreign,0,,2001,Toyota,Corolla,Automatic
711,2257500,Osun,foreign,0,,2006,Audi,A4,Automatic
712,2257500,Lagos,foreign,86865,,2010,Toyota,Camry,Automatic
713,2717500,Lagos,foreign,62000,,2004,Lexus,ES 330,Automatic
715,1372000,Lagos,foreign,100,,2005,Toyota,Sienna,Automatic
716,27515000,Lagos,foreign,22000,,2013,Mercedes-Benz,S 550,Automatic
717,0,Lagos,foreign,0,,2005,Toyota,Highlander,Automatic
718,4635000,Lagos,foreign,83000,,2007,Lexus,RX 350,Automatic
